name,position,school,origin_school,destination_school,status,nil_value_predicted,nil_tier,is_predicted,confidence,recruiting_stars,school_tier,source
Caleb Blankenship,LS,Ole Miss,,,,276724.01,solid,True,medium,3.0,5,cfbd
Aidan Flege,LS,Nebraska,,,,276724.01,solid,True,medium,3.0,5,cfbd
Matt McKenzie,P,Arizona State,,,,276724.01,solid,True,medium,3.0,5,cfbd
Tetsuta Tsuyumine,PK,Oregon State,,,,276724.01,solid,True,medium,3.0,5,cfbd
Peyton Warford,LS,Stanford,,,,276724.01,solid,True,medium,3.0,5,cfbd
Charlie Reed,PK,Clemson,,,,276724.01,solid,True,medium,3.0,5,cfbd
Jacob Tannenbaum,LS,Virginia,,,,276724.01,solid,True,medium,3.0,5,cfbd
Broden Molen,LS,Arizona,,,,276724.01,solid,True,medium,3.0,5,cfbd
Luke O'Hare,LS,Maryland,,,,276724.01,solid,True,medium,3.0,5,cfbd
Sean O'Haire,PK,Maryland,,,,276724.01,solid,True,medium,3.0,5,cfbd
Philip Noyes,P,Maryland,,,,276724.01,solid,True,medium,3.0,5,cfbd
William Joyce,PK,South Carolina,,,,276724.01,solid,True,medium,3.0,5,cfbd
Cole Rasmussen,LS,South Carolina,,,,276724.01,solid,True,medium,3.0,5,cfbd
AJ Seidler,PK,Stanford,,,,276724.01,solid,True,medium,3.0,5,cfbd
Brook Honore Jr.,P,California,,,,276724.01,solid,True,medium,3.0,5,cfbd
Luke Basso,LS,Oregon,,,,276724.01,solid,True,medium,3.0,5,cfbd
London Bironas,PK,Stanford,,,,276724.01,solid,True,medium,3.0,5,cfbd
Wade McSparron,P,SMU,,,,276724.01,solid,True,medium,3.0,5,cfbd
Michael Luckhurst,PK,California,,,,276724.01,solid,True,medium,3.0,5,cfbd
Kaden Seller,LS,West Virginia,,,,276724.01,solid,True,medium,3.0,5,cfbd
Aidan Stire,P,West Virginia,,,,276724.01,solid,True,medium,3.0,5,cfbd
Kellen McConnell,LS,Maryland,,,,276724.01,solid,True,medium,3.0,5,cfbd
Max Kelley,PK,South Carolina,,,,276724.01,solid,True,medium,3.0,5,cfbd
Alejandro Chavez,LS,Stanford,,,,276724.01,solid,True,medium,3.0,5,cfbd
Gage Hurych,PK,Oregon,,,,276724.01,solid,True,medium,3.0,5,cfbd
Tyren Polley Jr.,?,SMU,,,,276724.01,solid,True,medium,3.0,5,cfbd
Stone Owens,LS,Vanderbilt,,,,276724.01,solid,True,medium,3.0,5,cfbd
Mason Rohmiller,PK,Vanderbilt,,,,276724.01,solid,True,medium,3.0,5,cfbd
Alexander Stoyanovich,PK,Colorado,,,,276724.01,solid,True,medium,3.0,5,cfbd
Aidan Flintoft,P,Stanford,,,,276724.01,solid,True,medium,3.0,5,cfbd
Gabe Landers,LS,Colorado,,,,276724.01,solid,True,medium,3.0,5,cfbd
Robert Gunn III,PK,Clemson,,,,276724.01,solid,True,medium,3.0,5,cfbd
Macguire Moss,LS,West Virginia,,,,276724.01,solid,True,medium,3.0,5,cfbd
Oliver Straw,P,West Virginia,,,,276724.01,solid,True,medium,3.0,5,cfbd
Nathanial Vakos,PK,Wisconsin,,,,276724.01,solid,True,medium,3.0,5,cfbd
Bennett Brady,LS,Tennessee,,,,276724.01,solid,True,medium,3.0,5,cfbd
Cameron McCulloch,LS,SMU,,,,276724.01,solid,True,medium,3.0,5,cfbd
Brodey Conn,LS,Clemson,,,,276724.01,solid,True,medium,3.0,5,cfbd
Tyler Wigglesworth,LS,Arizona State,,,,276724.01,solid,True,medium,3.0,5,cfbd
Elliot Arnold,PK,Colorado,,,,276724.01,solid,True,medium,3.0,5,cfbd
Luke Raab,LS,Purdue,,,,276724.01,solid,True,medium,3.0,5,cfbd
Seth Turner,P,Purdue,,,,276724.01,solid,True,medium,3.0,5,cfbd
Kamdyn Koch,P,Nebraska,,,,276724.01,solid,True,medium,3.0,5,cfbd
Kyler Farrow,LS,South Carolina,,,,276724.01,solid,True,medium,3.0,5,cfbd
Spencer Porath,PK,Purdue,,,,276724.01,solid,True,medium,3.0,5,cfbd
Emmet Kenney,PK,Stanford,,,,276724.01,solid,True,medium,3.0,5,cfbd
Kanyon Floyd,P,Arizona State,,,,276724.01,solid,True,medium,3.0,5,cfbd
Will Bettridge,PK,Virginia,,,,276724.01,solid,True,medium,3.0,5,cfbd
Daniel Sparks,P,Virginia,,,,276724.01,solid,True,medium,3.0,5,cfbd
Peyton Argent,PK,South Carolina,,,,276724.01,solid,True,medium,3.0,5,cfbd
Jack Weeter,PK,Purdue,,,,276724.01,solid,True,medium,3.0,5,cfbd
Joe McGuire,P,Ohio State,,,,276724.01,solid,True,medium,3.0,5,cfbd
Jordan Franke,LS,California,,,,276724.01,solid,True,medium,3.0,5,cfbd
Ryan Capriotti,PK,Maryland,,,,276724.01,solid,True,medium,3.0,5,cfbd
Casey Carr,PK,Colorado State,,,,276724.01,solid,True,medium,3.0,5,cfbd
Ben Anderson,LS,Oklahoma,,,,276724.01,solid,True,medium,3.0,5,cfbd
Aidan Davenport,LS,Oklahoma State,,,,276724.01,solid,True,medium,3.0,5,cfbd
Ewan Arechaederra,LS,California,,,,276724.01,solid,True,medium,3.0,5,cfbd
Gavin Lahm,PK,Wisconsin,,,,276724.01,solid,True,medium,3.0,5,cfbd
Camden Dempsey,LS,Colorado,,,,276724.01,solid,True,medium,3.0,5,cfbd
Carter Short,LS,Ole Miss,,,,276724.01,solid,True,medium,3.0,5,cfbd
James Ferguson-Reynolds,P,Oregon,,,,276724.01,solid,True,medium,3.0,5,cfbd
Josh Turbyville,PK,Tennessee,,,,276724.01,solid,True,medium,3.0,5,cfbd
Alejandro Mata,PK,Colorado,,,,276724.01,solid,True,medium,3.0,5,cfbd
Ross James,P,Oregon,,,,276724.01,solid,True,medium,3.0,5,cfbd
Cade Davis,LS,Arizona State,,,,276724.01,solid,True,medium,3.0,5,cfbd
Andrew Boyle,PK,Oregon,,,,276724.01,solid,True,medium,3.0,5,cfbd
Carston Kieffer,PK,Arizona State,,,,276724.01,solid,True,medium,3.0,5,cfbd
Grant Mills,LS,Ohio State,,,,276724.01,solid,True,medium,3.0,5,cfbd
Kareem Harden,G,Colorado,,,,276724.01,solid,True,medium,3.0,5,cfbd
Ean Matusek,LS,Middle Tennessee,,,,276724.01,solid,True,medium,3.0,5,cfbd
Logan Ward,PK,Oklahoma State,,,,276724.01,solid,True,medium,3.0,5,cfbd
Nolan Hauser,PK,Clemson,,,,276724.01,solid,True,medium,3.0,5,cfbd
Yahya Attia,G,Colorado,,,,276724.01,solid,True,medium,3.0,5,cfbd
Max Walker,P,Oregon State,,,,276724.01,solid,True,medium,3.0,5,cfbd
Nate Flower,PK,West Virginia,,,,276724.01,solid,True,medium,3.0,5,cfbd
Deed Capper,LS,Wisconsin,,,,276724.01,solid,True,medium,3.0,5,cfbd
Sean West,PK,Wisconsin,,,,276724.01,solid,True,medium,3.0,5,cfbd
Archie Roseman V,NT,Middle Tennessee,,,,276724.01,solid,True,medium,3.0,5,cfbd
Wyatt Joyce,PK,Middle Tennessee,,,,276724.01,solid,True,medium,3.0,5,cfbd
Andrew Goodman,LS,Wisconsin,,,,276724.01,solid,True,medium,3.0,5,cfbd
Oscar Bird,P,Ole Miss,,,,276724.01,solid,True,medium,3.0,5,cfbd
Noah Thomas,WR,,Texas A&M Aggies,Georgia Bulldogs,Committed,276116.75,solid,True,medium,4.0,3,portal
Beau Atkinson,EDGE,,North Carolina Tar Heels,Ohio State Buckeyes,Committed,276116.75,solid,True,medium,4.0,3,portal
Malachi Fields,WR,,Virginia Cavaliers,Notre Dame Fighting Irish,Committed,276116.75,solid,True,medium,4.0,3,portal
Dane Key,WR,,Kentucky Wildcats,Nebraska Cornhuskers,Committed,276116.75,solid,True,medium,4.0,3,portal
Eric O'Neill,EDGE,,James Madison Dukes,Rutgers Scarlet Knights,Committed,276116.75,solid,True,medium,4.0,3,portal
Devonte Ross,WR,,Troy Trojans,Penn State Nittany Lions,Committed,276116.75,solid,True,medium,4.0,3,portal
CJ Daniels,WR,,LSU Tigers,Miami Hurricanes,Committed,276116.75,solid,True,medium,4.0,3,portal
Kevin Coleman Jr.,WR,,Mississippi State Bulldogs,Missouri Tigers,Committed,276116.75,solid,True,medium,4.0,3,portal
De'Zhaun Stribling,WR,,Oklahoma State Cowboys,Ole Miss Rebels,Committed,276116.75,solid,True,medium,4.0,3,portal
Zach Wilcke,QB,,Charlotte 49ers,,Expected,275956.5,solid,True,medium,3.0,3,portal
Carson Camp,QB,,Southeastern Louisiana Lions,,Expected,275956.5,solid,True,medium,3.0,3,portal
Tommy Ulatowski,QB,,Kennesaw State Owls,Appalachian State Mountaineers,Committed,275956.5,solid,True,medium,3.0,3,portal
Keegan Patterson,QB,,Indiana State Sycamores,Northern Colorado Bears,Committed,275956.5,solid,True,medium,3.0,3,portal
Bert Emanuel Jr.,QB,,Central Michigan Chippewas,,Entered,275956.5,solid,True,medium,3.0,3,portal
Walter Taylor,QB,,Colorado Buffaloes,Ball State Cardinals,Committed,275956.5,solid,True,medium,3.0,3,portal
Ethan Crawford,QB,,Southern Miss Golden Eagles,Arkansas State Red Wolves,Committed,275956.5,solid,True,medium,3.0,3,portal
Kaden Anderson,QB,,Wyoming Cowboys,,Expected,275956.5,solid,True,medium,3.0,3,portal
Gaston Moore,QB,,Tennessee Volunteers,USF Bulls,Committed,275956.5,solid,True,medium,3.0,3,portal
Evans Chuba,QB,,Washington State Cougars,Purdue Boilermakers,Committed,275956.5,solid,True,medium,3.0,3,portal
Grayson Loftis,QB,,Duke Blue Devils,Charlotte 49ers,Committed,275956.5,solid,True,medium,3.0,3,portal
Marcus Stokes,QB,,West Florida Argonauts,Memphis Tigers,Committed,275956.5,solid,True,medium,3.0,3,portal
AJ Hairston,QB,,Massachusetts Minutemen,Merrimack Warriors,Committed,275956.5,solid,True,medium,3.0,3,portal
Lucian Anderson III,QB,,Bowling Green Falcons,South Carolina Gamecocks,Committed,275956.5,solid,True,medium,3.0,3,portal
McCae Hillstead,QB,,BYU Cougars,Utah State Aggies,Committed,275956.5,solid,True,medium,3.0,3,portal
Raymond Moore,QB,,Morgan State Bears,,Expected,275956.5,solid,True,medium,3.0,3,portal
Noah Walters,QB,,Oklahoma State Cowboys,,Entered,275956.5,solid,True,medium,3.0,3,portal
Chaston Ditta,QB,,East Carolina Pirates,North Texas Mean Green,Committed,275956.5,solid,True,medium,3.0,3,portal
Tad Hudson,QB,,Coastal Carolina Chanticleers,,Entered,275956.5,solid,True,medium,3.0,3,portal
Maurice Smith,QB,,Chowan University Hawks,Illinois Fighting Illini,Committed,275956.5,solid,True,medium,3.0,3,portal
Davin Wydner,QB,,West Georgia Wolves,Louisville Cardinals,Committed,275956.5,solid,True,medium,3.0,3,portal
Matthew Caldwell,QB,,Troy Trojans,Texas Longhorns,Committed,275956.5,solid,True,medium,3.0,3,portal
Ayden Pereira,QB,,Merrimack Warriors,Georgia State Panthers,Committed,275956.5,solid,True,medium,3.0,3,portal
Pop Watson III,QB,,Virginia Tech Hokies,Massachusetts Minutemen,Committed,275956.5,solid,True,medium,3.0,3,portal
Collin Hurst,QB,,Presbyterian Blue Hose,,Entered,275956.5,solid,True,medium,3.0,3,portal
Sam Huard,QB,,Utah Utes,USC Trojans,Committed,275956.5,solid,True,medium,3.0,3,portal
Liam O'Brien,QB,,Pennsylvania Quakers,,Expected,275956.5,solid,True,medium,3.0,3,portal
Khalil Wilkins,QB,,West Virginia Mountaineers,Marshall Thundering Herd,Committed,275956.5,solid,True,medium,3.0,3,portal
Locklan Hewlett,QB,,USF Bulls,Auburn Tigers,Committed,275956.5,solid,True,medium,3.0,3,portal
Marco Lainez,QB,,Iowa Hawkeyes,Elon Phoenix,Committed,275956.5,solid,True,medium,3.0,3,portal
Brock Glenn,QB,,Florida State Seminoles,Western Kentucky Hilltoppers,Committed,275956.5,solid,True,medium,3.0,3,portal
Cole LaCrue,QB,,Wisconsin Badgers,,Entered,275956.5,solid,True,medium,3.0,3,portal
Tyler Riddell,QB,,Gardner-Webb Runnin' Bulldogs,,Entered,275956.5,solid,True,medium,3.0,3,portal
Pat McQuaide,QB,,Nicholls State Colonels,Villanova Wildcats,Committed,275956.5,solid,True,medium,3.0,3,portal
Brendan Zurbrugg,QB,,Oklahoma Sooners,Utah Utes,Committed,275956.5,solid,True,medium,3.0,3,portal
Ben Gulbranson,QB,,Oregon State Beavers,Stanford Cardinal,Committed,275956.5,solid,True,medium,3.0,3,portal
Ty Dieffenbach,QB,,Cal Poly Mustangs,UCLA Bruins,Committed,275956.5,solid,True,medium,3.0,3,portal
Dexter Williams II,QB,,Kennesaw State Owls,Tulsa Golden Hurricane,Committed,275956.5,solid,True,medium,3.0,3,portal
Destin Wade,QB,,Colorado Buffaloes,North Alabama Lions,Committed,275956.5,solid,True,medium,3.0,3,portal
Eddie Lee Marburger,QB,,UTSA Roadrunners,,Entered,275956.5,solid,True,medium,3.0,3,portal
Luke Carney,QB,,Syracuse Orange,Houston Cougars,Committed,275956.5,solid,True,medium,3.0,3,portal
Jax Leatherwood,QB,,Southeast Missouri State Redhawks,Tennessee Tech Golden Eagles,Committed,275956.5,solid,True,medium,3.0,3,portal
Luke Duncan,QB,,UCLA Bruins,,Expected,275956.5,solid,True,medium,3.0,3,portal
Jackson Brousseau,QB,,Colorado State Rams,California Golden Bears,Committed,275956.5,solid,True,medium,3.0,3,portal
Henry Belin,QB,,Duke Blue Devils,Missouri State University Bears,Committed,275956.5,solid,True,medium,3.0,3,portal
CJ Montes,QB,,Fordham Rams,Kent State Golden Flashes,Committed,275956.5,solid,True,medium,3.0,3,portal
Nick Evers,QB,,Connecticut Huskies,Missouri Tigers,Committed,275956.5,solid,True,medium,3.0,3,portal
Emmett Morehead,QB,,Old Dominion Monarchs,Minnesota Golden Gophers,Committed,275956.5,solid,True,medium,3.0,3,portal
Zebulin Kinsey,QB,,Cincinnati Bearcats,,Entered,275956.5,solid,True,medium,3.0,3,portal
Jackson Turner,QB,,Louisiana Tech Bulldogs,,Entered,275956.5,solid,True,medium,3.0,3,portal
Cole Pennington,QB,,Marshall Thundering Herd,,Entered,275956.5,solid,True,medium,3.0,3,portal
Jaxon Smolik,QB,,Penn State Nittany Lions,Temple Owls,Committed,275956.5,solid,True,medium,3.0,3,portal
Zach Gibson,QB,,Georgia State Panthers,Florida Atlantic Owls,Committed,275956.5,solid,True,medium,3.0,3,portal
Chase Jenkins,QB,,Rice Owls,Kansas Jayhawks,Committed,275956.5,solid,True,medium,3.0,3,portal
Justin Lamson,QB,,Stanford Cardinal,Bowling Green Falcons,Committed,275956.5,solid,True,medium,3.0,3,portal
Richie Munoz,QB,,Incarnate Word Cardinals,Tennessee Tech Golden Eagles,Committed,275956.5,solid,True,medium,3.0,3,portal
Tacario Davis,CB,,Arizona Wildcats,Washington Huskies,Committed,275163.29,solid,True,medium,4.0,3,portal
Thaddeus Dixon,CB,,Washington Huskies,North Carolina Tar Heels,Committed,275163.29,solid,True,medium,4.0,3,portal
Jeremiah Wilson,CB,,Houston Cougars,Florida State Seminoles,Committed,275163.29,solid,True,medium,4.0,3,portal
Yvan Kemajou,DE,Penn State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Thomas Coppinger,EDGE,TCU,,,,274856.67,solid,True,medium,3.0,4,cfbd
Leyton Smithson,WR,Washington State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Leon Neal Jr.,WR,Washington State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Joshua Meredith,WR,Washington State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Nick Armentano,WR,Syracuse,,,,274856.67,solid,True,medium,3.0,4,cfbd
Anthony Eager,WR,South Alabama,,,,274856.67,solid,True,medium,3.0,4,cfbd
Sah'nye Degraffenreidt,WR,Rutgers,,,,274856.67,solid,True,medium,3.0,4,cfbd
Ben Rosenblatt,WR,Rutgers,,,,274856.67,solid,True,medium,3.0,4,cfbd
Vernon Allen III,WR,Rutgers,,,,274856.67,solid,True,medium,3.0,4,cfbd
Ben Black,WR,Rutgers,,,,274856.67,solid,True,medium,3.0,4,cfbd
Michael Thomas III,WR,Rutgers,,,,274856.67,solid,True,medium,3.0,4,cfbd
Travis Jackson,EDGE,TCU,,,,274856.67,solid,True,medium,3.0,4,cfbd
Jared Martin,EDGE,TCU,,,,274856.67,solid,True,medium,3.0,4,cfbd
K.D. Hutchinson,WR,Western Kentucky,,,,274856.67,solid,True,medium,3.0,4,cfbd
Devin Voisin,WR,South Alabama,,,,274856.67,solid,True,medium,3.0,4,cfbd
Brennan Saxe,WR,Northwestern,,,,274856.67,solid,True,medium,3.0,4,cfbd
Cam Russell,WR,Northwestern,,,,274856.67,solid,True,medium,3.0,4,cfbd
Jourdin Houston,WR,Rutgers,,,,274856.67,solid,True,medium,3.0,4,cfbd
Ed Small,WR,TCU,,,,274856.67,solid,True,medium,3.0,4,cfbd
Dane Jones,WR,TCU,,,,274856.67,solid,True,medium,3.0,4,cfbd
Jace Larsen,WR,South Alabama,,,,274856.67,solid,True,medium,3.0,4,cfbd
Darris Smith,DE,Missouri,,,,274856.67,solid,True,medium,3.0,4,cfbd
Peter Gonzalez,WR,Penn State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Jordan Mayer,DE,Penn State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Cameron Weir,WR,Washington State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Kaden Harken,WR,Washington State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Tristian Drummond,WR,Washington State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Micah Woods,WR,South Alabama,,,,274856.67,solid,True,medium,3.0,4,cfbd
Tylen Campbell,WR,South Alabama,,,,274856.67,solid,True,medium,3.0,4,cfbd
Sha'zir Sullivan,WR,Rutgers,,,,274856.67,solid,True,medium,3.0,4,cfbd
Salomon Ealey,WR,Rutgers,,,,274856.67,solid,True,medium,3.0,4,cfbd
Trent Osborn,WR,Rutgers,,,,274856.67,solid,True,medium,3.0,4,cfbd
Matt Outten,WR,Penn State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Gabe Daniels,WR,Syracuse,,,,274856.67,solid,True,medium,3.0,4,cfbd
Ja'Meer Thomas,WR,Syracuse,,,,274856.67,solid,True,medium,3.0,4,cfbd
Raam Stevenson,DE,Washington State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Zion Young,DE,Missouri,,,,274856.67,solid,True,medium,3.0,4,cfbd
Malaki Ta'ase,DE,Washington State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Fernando Lecuona,DE,Washington State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Ben Beatty,DE,Washington State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Drew Wagner,WR,Northwestern,,,,274856.67,solid,True,medium,3.0,4,cfbd
Brendan Jenkins,WR,South Alabama,,,,274856.67,solid,True,medium,3.0,4,cfbd
Johntay Cook,WR,Syracuse,,,,274856.67,solid,True,medium,3.0,4,cfbd
Justus Ross-Simmons,WR,Syracuse,,,,274856.67,solid,True,medium,3.0,4,cfbd
Spencer Leadbetter,WR,Kentucky,,,,274856.67,solid,True,medium,3.0,4,cfbd
Quintin Simmons Jr.,WR,Kentucky,,,,274856.67,solid,True,medium,3.0,4,cfbd
Hardley Gilmore IV,WR,Kentucky,,,,274856.67,solid,True,medium,3.0,4,cfbd
Cole Lanter,WR,Kentucky,,,,274856.67,solid,True,medium,3.0,4,cfbd
Fred Farrier II,WR,Kentucky,,,,274856.67,solid,True,medium,3.0,4,cfbd
Jerrian Graham,WR,South Alabama,,,,274856.67,solid,True,medium,3.0,4,cfbd
DJ Miller,WR,Kentucky,,,,274856.67,solid,True,medium,3.0,4,cfbd
Taz Williams Jr.,WR,Baylor,,,,274856.67,solid,True,medium,3.0,4,cfbd
Pierce Oppong,DE,Northern Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Justin Lynch,WR,Northern Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Jalonnie Williams,DE,Northern Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Noah Toster,WR,South Alabama,,,,274856.67,solid,True,medium,3.0,4,cfbd
Josh Wedel,DE,Washington State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Brody Day,WR,Baylor,,,,274856.67,solid,True,medium,3.0,4,cfbd
Daniel Edeni,WR,Baylor,,,,274856.67,solid,True,medium,3.0,4,cfbd
Saxton Howard,WR,Kentucky,,,,274856.67,solid,True,medium,3.0,4,cfbd
Jackson Baird,WR,Baylor,,,,274856.67,solid,True,medium,3.0,4,cfbd
Carson Robbins,WR,Iowa State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Jonathan Vande Walle,WR,Iowa State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Dominic Overby,WR,Iowa State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Roy Williams,DE,Northern Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Ty Claiborne,WR,Iowa State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Eli Green,WR,Iowa State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Rico Crowder,WR,Kentucky,,,,274856.67,solid,True,medium,3.0,4,cfbd
Apollo Payne,WR,Iowa,,,,274856.67,solid,True,medium,3.0,4,cfbd
Tate Crane,WR,Northwestern,,,,274856.67,solid,True,medium,3.0,4,cfbd
Dube Enongene,WR,Northwestern,,,,274856.67,solid,True,medium,3.0,4,cfbd
Braden Blueitt,WR,Northwestern,,,,274856.67,solid,True,medium,3.0,4,cfbd
Aumad Edwards,WR,Kentucky,,,,274856.67,solid,True,medium,3.0,4,cfbd
Logan Muckey,WR,Missouri,,,,274856.67,solid,True,medium,3.0,4,cfbd
Trae Stevenson,WR,South Alabama,,,,274856.67,solid,True,medium,3.0,4,cfbd
Nick Simmons,WR,South Alabama,,,,274856.67,solid,True,medium,3.0,4,cfbd
Gavin Wyatt,WR,Missouri,,,,274856.67,solid,True,medium,3.0,4,cfbd
Max Granville,DE,Penn State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Jeff Exinor Jr.,WR,Penn State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Dayshaun Burnett,DE,Penn State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Logan Cunningham,WR,Penn State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Ivan Davis,DE,Northern Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Ja'Mori Maclin,WR,Kentucky,,,,274856.67,solid,True,medium,3.0,4,cfbd
Sam Zelenovich,WR,Iowa State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Joshua Manning,WR,Missouri,,,,274856.67,solid,True,medium,3.0,4,cfbd
Zach Chapman,EDGE,TCU,,,,274856.67,solid,True,medium,3.0,4,cfbd
Jacorey Watson,WR,Baylor,,,,274856.67,solid,True,medium,3.0,4,cfbd
Jadon Porter,WR,Baylor,,,,274856.67,solid,True,medium,3.0,4,cfbd
Jeremiah Jones-Thomas,WR,South Alabama,,,,274856.67,solid,True,medium,3.0,4,cfbd
Davonte Murray,DE,Northern Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Jackson Naeve,WR,Iowa,,,,274856.67,solid,True,medium,3.0,4,cfbd
Dylan Stecker,WR,Iowa,,,,274856.67,solid,True,medium,3.0,4,cfbd
Chima Chineke,DE,Iowa,,,,274856.67,solid,True,medium,3.0,4,cfbd
Joseph Anderson,DE,Iowa,,,,274856.67,solid,True,medium,3.0,4,cfbd
Drew Campbell,DE,Iowa,,,,274856.67,solid,True,medium,3.0,4,cfbd
Reece Vander Zee,WR,Iowa,,,,274856.67,solid,True,medium,3.0,4,cfbd
Jay'shon Thomas,DE,Northern Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Kenji Lewis,WR,Northern Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Koby Howard,WR,Penn State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Malachi Wrice,DE,Washington State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Braylon James,WR,TCU,,,,274856.67,solid,True,medium,3.0,4,cfbd
Ashtyn Hawkins,WR,Baylor,,,,274856.67,solid,True,medium,3.0,4,cfbd
Parker Clark,WR,TCU,,,,274856.67,solid,True,medium,3.0,4,cfbd
Josh Cameron,WR,Baylor,,,,274856.67,solid,True,medium,3.0,4,cfbd
Dozie Ezukanma,WR,TCU,,,,274856.67,solid,True,medium,3.0,4,cfbd
Mason Robinson,DE,Penn State,,,,274856.67,solid,True,medium,3.0,4,cfbd
Carson Grove,WR,Northwestern,,,,274856.67,solid,True,medium,3.0,4,cfbd
Keagan Cunningham,WR,TCU,,,,274856.67,solid,True,medium,3.0,4,cfbd
KJ Parker,WR,Iowa,,,,274856.67,solid,True,medium,3.0,4,cfbd
Alex Eichmann,WR,Iowa,,,,274856.67,solid,True,medium,3.0,4,cfbd
Kaden Wetjen,WR,Iowa,,,,274856.67,solid,True,medium,3.0,4,cfbd
Jarriett Buie,WR,Iowa,,,,274856.67,solid,True,medium,3.0,4,cfbd
Seth Anderson,WR,Iowa,,,,274856.67,solid,True,medium,3.0,4,cfbd
Jacob Gill,WR,Iowa,,,,274856.67,solid,True,medium,3.0,4,cfbd
La'Don Bryant,WR,Northern Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Dayton Howard,WR,Iowa,,,,274856.67,solid,True,medium,3.0,4,cfbd
Ivan Moore Jr.,DE,Northern Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Keyshawn Woodyard,WR,South Alabama,,,,274856.67,solid,True,medium,3.0,4,cfbd
Jamari McIvory,WR,Northern Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
DaMarion Fowlkes,WR,Missouri,,,,274856.67,solid,True,medium,3.0,4,cfbd
Noah Flaskamp,WR,Missouri,,,,274856.67,solid,True,medium,3.0,4,cfbd
Donovan Olugbode,WR,Missouri,,,,274856.67,solid,True,medium,3.0,4,cfbd
Jayden Bolton,WR,Missouri,,,,274856.67,solid,True,medium,3.0,4,cfbd
Aidan Dubbert,DE,Missouri,,,,274856.67,solid,True,medium,3.0,4,cfbd
Tyler McClure,WR,Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Gary Givens,WR,Northern Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Charles Brooks III,DE,Northern Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Thomas McCoy,WR,Northern Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Chidu Bekee,DE,Northern Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Darrell Gill jr.,WR,Syracuse,,,,274856.67,solid,True,medium,3.0,4,cfbd
Ta'Ron Haile,WR,Syracuse,,,,274856.67,solid,True,medium,3.0,4,cfbd
George Dimopoulos,WR,Northern Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Ben Jackson,WR,Alabama,,,,274856.67,solid,True,medium,3.0,4,cfbd
CJ Wade,DE,Northern Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Rickey Taylor Jr.,WR,Northern Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Michael Bartolotta,WR,Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Mario Sanders II,WR,Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Brayden Trimble,WR,Illinois,,,,274856.67,solid,True,medium,3.0,4,cfbd
Hayden Eligon II,WR,Northwestern,,,,274856.67,solid,True,medium,3.0,4,cfbd
Daeden Hopkins,DE,Missouri,,,,274856.67,solid,True,medium,3.0,4,cfbd
Nate Edwards,WR,Syracuse,,,,274856.67,solid,True,medium,3.0,4,cfbd
