name,position,school,origin_school,destination_school,status,nil_value_predicted,nil_tier,is_predicted,confidence,recruiting_stars,school_tier,source
Arch Manning,QB,Texas,,,,5440974.0,mega,False,actual,3.0,6,cfbd
Jeremiah Smith,WR,Ohio State,,,,4199730.0,mega,False,actual,3.0,5,cfbd
Sam Leavitt,QB,,Arizona State Sun Devils,LSU Tigers,Committed,4029364.0,mega,False,actual,5.0,3,portal
Brendan Sorsby,QB,,Cincinnati Bearcats,Texas Tech Red Raiders,Committed,3074907.0,mega,False,actual,4.0,3,portal
Bryce Underwood,QB,Michigan,,,,3056431.0,mega,False,actual,3.0,3,cfbd
Dante Moore,QB,Oregon,,,,2994313.0,mega,False,actual,3.0,5,cfbd
Cam Coleman,WR,,Auburn Tigers,Texas Longhorns,Committed,2860981.0,mega,False,actual,5.0,3,portal
LaNorris Sellers,QB,South Carolina,,,,2715179.0,mega,False,actual,3.0,5,cfbd
Drew Mestemaker,QB,,North Texas Mean Green,Oklahoma State Cowboys,Committed,2489858.0,mega,False,actual,4.0,3,portal
Dylan Stewart,LB,South Carolina,,,,2479022.0,mega,False,actual,3.0,5,cfbd
Julian Sayin,QB,Ohio State,,,,2393862.0,mega,False,actual,3.0,5,cfbd
Josh Hoover,QB,,TCU Horned Frogs,Indiana Hoosiers,Committed,2289390.0,mega,False,actual,4.0,3,portal
Darian Mensah,QB,,Duke Blue Devils,Miami Hurricanes,Committed,2161001.0,mega,False,actual,4.0,3,portal
Jayden Maiava,QB,USC,,,,2159056.0,mega,False,actual,3.0,3,cfbd
Mason Heintschel,QB,Pittsburgh,,,,2141088.0,mega,False,actual,3.0,3,cfbd
CJ Bailey,QB,NC State,,,,2086187.0,mega,False,actual,3.0,3,cfbd
John Mateer,QB,,Washington State Cougars,Oklahoma Sooners,Committed,1998245.0,mega,False,actual,4.0,3,portal
David Stone,DL,Oklahoma,,,,1906501.0,mega,False,actual,3.0,5,cfbd
Malik Washington,QB,Maryland,,,,1903719.0,mega,False,actual,3.0,5,cfbd
Byrum Brown,QB,,USF Bulls,Auburn Tigers,Committed,1866346.0,mega,False,actual,4.0,3,portal
Jaron-Keawe Sagapolutele,QB,,Oregon Ducks,California Golden Bears,Committed,1811056.0,mega,False,actual,4.0,3,portal
Braden Smith,IOL,,Tarleton State Texans,Iowa State Cyclones,Committed,1799114.0,mega,False,actual,3.0,3,portal
Jordan Seaton,OT,,Colorado Buffaloes,LSU Tigers,Committed,1664984.0,mega,False,actual,4.0,3,portal
Ryan Williams,WR,Alabama,,,,1611211.0,mega,False,actual,3.0,4,cfbd
Trinidad Chambliss,QB,,Ferris State Bulldogs,Ole Miss Rebels,Committed,1593846.0,mega,False,actual,3.0,3,portal
Caleb Downs,S,Ohio State,,,,1568670.0,mega,False,actual,3.0,5,cfbd
Carson Beck,QB,,Georgia Bulldogs,Miami Hurricanes,Committed,1564905.0,mega,False,actual,5.0,3,portal
Colin Simmons,LB,Texas,,,,1544073.0,mega,False,actual,3.0,6,cfbd
Conner Weigman,QB,,Texas A&M Aggies,Houston Cougars,Committed,1523027.0,mega,False,actual,3.0,3,portal
Evan Stewart,WR,Oregon,,,,1487578.0,mega,False,actual,3.0,5,cfbd
Princewill Umanmielen,EDGE,,Ole Miss Rebels,LSU Tigers,Committed,1409339.0,mega,False,actual,4.0,3,portal
Rocco Becht,QB,,Iowa State Cyclones,Penn State Nittany Lions,Committed,1393969.0,mega,False,actual,4.0,3,portal
Noah Fifita,QB,Arizona,,,,1361204.0,mega,False,actual,3.0,5,cfbd
CJ Carr,QB,Notre Dame,,,,1336404.0,mega,False,actual,3.0,6,cfbd
Duce Robinson,WR,,USC Trojans,Florida State Seminoles,Committed,1336221.0,mega,False,actual,4.0,3,portal
Ryan Wingo,WR,Texas,,,,1330080.0,mega,False,actual,3.0,6,cfbd
Malachi Toney,WR,Miami,,,,1328339.0,mega,False,actual,3.0,6,cfbd
Dylan Raiola,QB,,Nebraska Cornhuskers,Oregon Ducks,Committed,1325740.0,mega,False,actual,4.0,3,portal
Chaz Coleman,EDGE,,Penn State Nittany Lions,Tennessee Volunteers,Committed,1322335.0,mega,False,actual,4.0,3,portal
Keelon Russell,QB,Alabama,,,,1315949.0,mega,False,actual,3.0,4,cfbd
Damon Wilson II,EDGE,,Missouri Tigers,Miami Hurricanes,Committed,1313993.0,mega,False,actual,4.0,3,portal
Howard Sampson,OT,,North Carolina Tar Heels,Texas Tech Red Raiders,Committed,1290073.0,mega,False,actual,4.0,3,portal
Gunner Stockton,QB,Georgia,,,,1263842.0,mega,False,actual,3.0,3,cfbd
Bear Alexander,DL,,USC Trojans,Oregon Ducks,Committed,1233716.0,mega,False,actual,3.0,3,portal
Carter Smith,QB,Wisconsin,,,,1216032.0,mega,False,actual,3.0,5,cfbd
Drew Allar,QB,Penn State,,,,1200000.0,mega,False,actual,3.0,4,cfbd
Cayden Green,OL,Missouri,,,,1189460.0,mega,False,actual,3.0,4,cfbd
Jacarrius Peak,OT,,NC State Wolfpack,South Carolina Gamecocks,Committed,1176502.0,mega,False,actual,5.0,3,portal
DJ Lagway,QB,,Florida Gators,Baylor Bears,Committed,1173042.0,mega,False,actual,4.0,3,portal
Matayo Uiagalelei,LB,Oregon,,,,1167297.0,mega,False,actual,3.0,5,cfbd
Demond Williams Jr.,QB,Washington,,,,1157409.0,mega,False,actual,3.0,3,cfbd
Julian Lewis,QB,Colorado,,,,1144601.0,mega,False,actual,3.0,5,cfbd
Ahmad Hardy,RB,,Louisiana-Monroe Warhawks,Missouri Tigers,Committed,1125510.0,mega,False,actual,4.0,3,portal
Marcel Reed,QB,Texas A&M,,,,1109488.0,mega,False,actual,3.0,6,cfbd
Anthonie Knapp,OL,Notre Dame,,,,1102443.0,mega,False,actual,3.0,6,cfbd
Cutter Boley,QB,,Kentucky Wildcats,Arizona State Sun Devils,Committed,1077262.0,mega,False,actual,4.0,3,portal
Beau Pribula,QB,,Missouri Tigers,Virginia Cavaliers,Committed,1063024.0,mega,False,actual,3.0,3,portal
Mario Craver,WR,,Mississippi State Bulldogs,Texas A&M Aggies,Committed,1040610.0,mega,False,actual,4.0,3,portal
Teitum Tuioti,LB,Oregon,,,,1018149.0,mega,False,actual,3.0,5,cfbd
Kewan Lacy,RB,,Missouri Tigers,Ole Miss Rebels,Committed,1015305.0,mega,False,actual,3.0,3,portal
Trevor Goosby,OL,Texas,,,,1006768.0,mega,False,actual,3.0,6,cfbd
Will Heldt,EDGE,,Purdue Boilermakers,Clemson Tigers,Committed,993723.0,premium,False,actual,4.0,3,portal
Kevin Jennings,QB,SMU,,,,987160.0,premium,False,actual,3.0,5,cfbd
Nate Frazier,RB,Georgia,,,,978952.0,premium,False,actual,3.0,3,cfbd
Yhonzae Pierre,LB,Alabama,,,,976111.0,premium,False,actual,3.0,4,cfbd
Austin Siereveld,OL,Ohio State,,,,970241.0,premium,False,actual,3.0,5,cfbd
Cade Klubnik,QB,Clemson,,,,965313.0,premium,False,actual,3.0,5,cfbd
Mario Landino,DL,Indiana,,,,958082.0,premium,False,actual,3.0,6,cfbd
Michael Fasusi,OL,Oklahoma,,,,932920.0,premium,False,actual,3.0,5,cfbd
Jadan Baugh,RB,Florida,,,,931476.0,premium,False,actual,3.0,6,cfbd
Tavien St. Clair,QB,Ohio State,,,,926562.0,premium,False,actual,3.0,5,cfbd
Diego Pounds,OL,Ole Miss,,,,912343.0,premium,False,actual,3.0,5,cfbd
Isaac Brown,RB,Louisville,,,,905060.0,premium,False,actual,3.0,6,cfbd
David Sanders Jr.,OL,Tennessee,,,,890506.0,premium,False,actual,3.0,5,cfbd
Tavion Gadson,DL,Kentucky,,,,887451.0,premium,False,actual,3.0,4,cfbd
Eric Singleton Jr.,WR,,Auburn Tigers,Florida Gators,Committed,878201.0,premium,False,actual,4.0,3,portal
KJ Duff,WR,Rutgers,,,,870301.0,premium,False,actual,3.0,4,cfbd
Trevor Lauck,OL,Iowa,,,,853407.0,premium,False,actual,3.0,4,cfbd
Brice Pollock,CB,,Mississippi State Bulldogs,Texas Tech Red Raiders,Committed,849752.0,premium,False,actual,4.0,3,portal
Mandrell Desir,DL,Florida State,,,,847637.0,premium,False,actual,3.0,6,cfbd
Zachariah Branch,WR,,USC Trojans,Georgia Bulldogs,Committed,847346.0,premium,False,actual,4.0,3,portal
Taylor Wein,DL,Oklahoma,,,,842466.0,premium,False,actual,3.0,5,cfbd
Isaiah Sategna,WR,,Arkansas Razorbacks,Oklahoma Sooners,Committed,840140.0,premium,False,actual,3.0,3,portal
Justus Terry,DL,Texas,,,,824574.0,premium,False,actual,3.0,6,cfbd
Jordan Marshall,RB,Michigan,,,,823177.0,premium,False,actual,3.0,3,cfbd
Lance Heard,OT,,Tennessee Volunteers,Kentucky Wildcats,Committed,823081.0,premium,False,actual,4.0,3,portal
Leonard Moore,CB,Notre Dame,,,,821514.0,premium,False,actual,3.0,6,cfbd
Garrett Nussmeier,QB,LSU,,,,813388.0,premium,False,actual,3.0,6,cfbd
A'Mauri Washington,DL,Oregon,,,,810980.0,premium,False,actual,3.0,5,cfbd
Michael Carroll,OL,Alabama,,,,807774.0,premium,False,actual,3.0,4,cfbd
Jayden Woods,EDGE,,Florida Gators,Florida Gators,Withdrawn,800396.0,premium,False,actual,0.0,3,portal
Justice Haynes,RB,,Alabama Crimson Tide,Michigan Wolverines,Committed,799115.0,premium,False,actual,4.0,3,portal
Jyaire Hill,DB,Michigan,,,,798472.0,premium,False,actual,3.0,3,cfbd
Avery Johnson,QB,Kansas State,,,,793392.0,premium,False,actual,3.0,3,cfbd
John Henry Daley,EDGE,,Utah Utes,Michigan Wolverines,Committed,792888.0,premium,False,actual,4.0,3,portal
Bo Jackson,RB,Ohio State,,,,788667.0,premium,False,actual,3.0,5,cfbd
Braelin Moore,IOL,,Virginia Tech Hokies,LSU Tigers,Committed,788231.0,premium,False,actual,4.0,3,portal
PJ Williams,OL,SMU,,,,783602.0,premium,False,actual,3.0,5,cfbd
Deuce Knight,QB,,Auburn Tigers,Ole Miss Rebels,Committed,775790.0,premium,False,actual,4.0,3,portal
Husan Longstreet,QB,,USC Trojans,LSU Tigers,Committed,752856.0,premium,False,actual,4.0,3,portal
Jackson Arnold,QB,,Oklahoma Sooners,Auburn Tigers,Committed,751904.0,premium,False,actual,4.0,3,portal
Anthony Colandrea,QB,,UNLV Rebels,Nebraska Cornhuskers,Committed,732467.0,premium,False,actual,3.0,3,portal
Caleb Hawkins,RB,,North Texas Mean Green,Oklahoma State Cowboys,Committed,731852.0,premium,False,actual,4.0,3,portal
Kenny Minchey,QB,,Notre Dame Fighting Irish,Kentucky Wildcats,Committed,638127.0,premium,False,actual,4.0,3,portal
Justin Flowe,LB,,UNLV Rebels,,Entered,616246.0,premium,False,actual,3.0,3,portal
Rasheem Biles,LB,,Pittsburgh Panthers,Texas Longhorns,Committed,594712.0,premium,False,actual,4.0,3,portal
Koi Perich,S,,Minnesota Golden Gophers,Oregon Ducks,Committed,586443.0,premium,False,actual,4.0,3,portal
Jordan Ross,WR,,Colorado State Rams,Arizona Wildcats,Committed,579973.0,premium,False,actual,3.0,3,portal
Bryson Beaver,QB,,Oregon Ducks,Georgia Bulldogs,Committed,574560.0,premium,False,actual,4.0,3,portal
Benjamin Brahmer,TE,,Iowa State Cyclones,Penn State Nittany Lions,Committed,572233.0,premium,False,actual,4.0,3,portal
Quincy Porter,WR,,Ohio State Buckeyes,Notre Dame Fighting Irish,Committed,567076.0,premium,False,actual,4.0,3,portal
Melvin Siani,OT,,Temple Owls,Wake Forest Demon Deacons,Committed,565236.0,premium,False,actual,3.0,3,portal
Boo Carter,S,,Tennessee Volunteers,Colorado Buffaloes,Committed,561672.0,premium,False,actual,3.0,3,portal
Austin Romaine,LB,,Kansas State Wildcats,Texas Tech Red Raiders,Committed,557967.0,premium,False,actual,4.0,3,portal
Hollywood Smothers,RB,,NC State Wolfpack,Texas Longhorns,Committed,549832.0,premium,False,actual,4.0,3,portal
Raleek Brown,RB,,Arizona State Sun Devils,Texas Longhorns,Committed,534682.0,premium,False,actual,4.0,3,portal
Jontez Williams,CB,,Iowa State Cyclones,USC Trojans,Committed,517185.0,premium,False,actual,4.0,3,portal
Xavier Chaplin,OT,,Virginia Tech Hokies,Auburn Tigers,Committed,513617.0,premium,False,actual,4.0,3,portal
Omarion Miller,WR,,Colorado Buffaloes,Arizona State Sun Devils,Committed,507805.0,premium,False,actual,4.0,3,portal
Cooper Barkate,WR,,Duke Blue Devils,Miami Hurricanes,Committed,504940.0,premium,False,actual,4.0,3,portal
Wendell Gregory,EDGE,,South Carolina Gamecocks,Oklahoma State Cowboys,Committed,495897.0,solid,False,actual,3.0,3,portal
Santana Hopper,DL,,Tulane Green Wave,Colorado Buffaloes,Committed,485587.0,solid,False,actual,4.0,3,portal
Eli Holstein,QB,,Pittsburgh Panthers,Virginia Cavaliers,Committed,472662.0,solid,False,actual,3.0,3,portal
Nic Anderson,WR,,LSU Tigers,Kentucky Wildcats,Committed,471616.0,solid,False,actual,3.0,3,portal
Jeremiah Cooper,CB,,Iowa State Cyclones,Penn State Nittany Lions,Committed,468970.0,solid,False,actual,4.0,3,portal
Jayce Brown,WR,,Kansas State Wildcats,LSU Tigers,Committed,468410.0,solid,False,actual,4.0,3,portal
Bryce Baker,QB,,North Carolina Tar Heels,Virginia Tech Hokies,Committed,457911.0,solid,False,actual,3.0,3,portal
Wilkin Formby,OT,,Alabama Crimson Tide,Texas A&M Aggies,Committed,454463.0,solid,False,actual,4.0,3,portal
Ian Strong,WR,,Rutgers Scarlet Knights,California Golden Bears,Committed,425681.0,solid,False,actual,4.0,3,portal
Will Hammond,QB,Texas Tech,,,,410534.5,solid,True,medium,3.0,6,cfbd
Ryan Zimmerman,QB,Louisville,,,,410534.5,solid,True,medium,3.0,6,cfbd
Maverick Geske,QB,Indiana,,,,410534.5,solid,True,medium,3.0,6,cfbd
Jacob Bell,QB,Indiana,,,,410534.5,solid,True,medium,3.0,6,cfbd
Tyrell Lewis,QB,Arkansas State,,,,410534.5,solid,True,medium,3.0,6,cfbd
Josh Flowers,QB,Arkansas State,,,,410534.5,solid,True,medium,3.0,6,cfbd
Paxton Land,QB,Texas A&M,,,,410534.5,solid,True,medium,3.0,6,cfbd
Indiana Wijay,QB,Houston,,,,410534.5,solid,True,medium,3.0,6,cfbd
Zeon Chriss,QB,Houston,,,,410534.5,solid,True,medium,3.0,6,cfbd
Judd Anderson,QB,Miami,,,,410534.5,solid,True,medium,3.0,6,cfbd
Gavin Markey,QB,Florida State,,,,410534.5,solid,True,medium,3.0,6,cfbd
Tre People,QB,LSU,,,,410534.5,solid,True,medium,3.0,6,cfbd
Eli Morcos,QB,Texas A&M,,,,410534.5,solid,True,medium,3.0,6,cfbd
Ju'Juan Johnson,QB,LSU,,,,410534.5,solid,True,medium,3.0,6,cfbd
Michael Van Buren Jr.,QB,LSU,,,,410534.5,solid,True,medium,3.0,6,cfbd
Emile Picarella III,QB,LSU,,,,410534.5,solid,True,medium,3.0,6,cfbd
Lloyd Jones III,QB,Texas Tech,,,,410534.5,solid,True,medium,3.0,6,cfbd
Brad Jackson,QB,Texas State,,,,410534.5,solid,True,medium,3.0,6,cfbd
Gavin Parkhurst,QB,Texas State,,,,410534.5,solid,True,medium,3.0,6,cfbd
Behren Morton,QB,Texas Tech,,,,410534.5,solid,True,medium,3.0,6,cfbd
Clay Millen,QB,Florida,,,,410534.5,solid,True,medium,3.0,6,cfbd
Jordan Magwood,QB,Florida Atlantic,,,,410534.5,solid,True,medium,3.0,6,cfbd
KJ Jackson,QB,Arkansas,,,,410534.5,solid,True,medium,3.0,6,cfbd
Brayson McHenry,QB,Arkansas,,,,410534.5,solid,True,medium,3.0,6,cfbd
Emerson Geilman,QB,BYU,,,,410534.5,solid,True,medium,3.0,6,cfbd
William Watson III,QB,Virginia Tech,,,,410534.5,solid,True,medium,3.0,6,cfbd
Kyron Drones,QB,Virginia Tech,,,,410534.5,solid,True,medium,3.0,6,cfbd
Tom von Grote,QB,North Texas,,,,410534.5,solid,True,medium,3.0,6,cfbd
Sam Fenton,QB,South Florida,,,,410534.5,solid,True,medium,3.0,6,cfbd
Blake Hebert,QB,Notre Dame,,,,410534.5,solid,True,medium,3.0,6,cfbd
Kelden Ryan,QB,Virginia Tech,,,,410534.5,solid,True,medium,3.0,6,cfbd
Travis Egan,QB,Louisville,,,,410534.5,solid,True,medium,3.0,6,cfbd
Anthony Rezac,QB,Notre Dame,,,,410534.5,solid,True,medium,3.0,6,cfbd
Chris Jimerson Jr.,QB,North Texas,,,,410534.5,solid,True,medium,3.0,6,cfbd
Aidan Warner,QB,Florida,,,,410534.5,solid,True,medium,3.0,6,cfbd
Brady Hart,QB,Texas A&M,,,,410534.5,solid,True,medium,3.0,6,cfbd
Treyson Bourguet,QB,BYU,,,,410534.5,solid,True,medium,3.0,6,cfbd
Kevin Sperry,QB,Florida State,,,,410534.5,solid,True,medium,3.0,6,cfbd
Karle Lacey Jr.,QB,Texas,,,,410534.5,solid,True,medium,3.0,6,cfbd
Michael Grant,QB,Florida State,,,,410534.5,solid,True,medium,3.0,6,cfbd
Landyn Locke,QB,Sam Houston,,,,410534.5,solid,True,medium,3.0,6,cfbd
Henry Hesson,QB,Miami (OH),,,,410534.5,solid,True,medium,3.0,6,cfbd
Cole Hagen,QB,BYU,,,,410534.5,solid,True,medium,3.0,6,cfbd
Tommy Castellanos,QB,Florida State,,,,410534.5,solid,True,medium,3.0,6,cfbd
Riply Luna,QB,Miami,,,,410534.5,solid,True,medium,3.0,6,cfbd
Vinny Gonzalez,QB,Miami,,,,410534.5,solid,True,medium,3.0,6,cfbd
Colton Gumino,QB,UCLA,,,,410534.5,solid,True,medium,3.0,6,cfbd
Luke Dunham,QB,Texas,,,,410534.5,solid,True,medium,3.0,6,cfbd
Luke Nickel,QB,Miami,,,,410534.5,solid,True,medium,3.0,6,cfbd
Joe Borchers,QB,Miami,,,,410534.5,solid,True,medium,3.0,6,cfbd
Jake Sock,QB,Houston,,,,410534.5,solid,True,medium,3.0,6,cfbd
Holden Phillips,QB,Texas Tech,,,,410534.5,solid,True,medium,3.0,6,cfbd
Christian Langford,QB,Florida International,,,,410534.5,solid,True,medium,3.0,6,cfbd
Joe Tatum,QB,Texas,,,,410534.5,solid,True,medium,3.0,6,cfbd
DJ Bailey,QB,Sam Houston,,,,410534.5,solid,True,medium,3.0,6,cfbd
Parker Puckett,QB,Mississippi State,,,,410534.5,solid,True,medium,3.0,6,cfbd
Taylen Green,QB,Arkansas,,,,410534.5,solid,True,medium,3.0,6,cfbd
Blake Shapen,QB,Mississippi State,,,,410534.5,solid,True,medium,3.0,6,cfbd
Noah Normand,QB,Sam Houston,,,,410534.5,solid,True,medium,3.0,6,cfbd
Tramell Jones Jr.,QB,Florida,,,,410534.5,solid,True,medium,3.0,6,cfbd
Clayton Dees,QB,Florida International,,,,410534.5,solid,True,medium,3.0,6,cfbd
Jonah Kroenung,QB,Miami (OH),,,,410534.5,solid,True,medium,3.0,6,cfbd
Michael Valentino,QB,Florida Atlantic,,,,410534.5,solid,True,medium,3.0,6,cfbd
Noah Ehrlich,QB,Miami (OH),,,,410534.5,solid,True,medium,3.0,6,cfbd
Zachary Waters,QB,Florida International,,,,410534.5,solid,True,medium,3.0,6,cfbd
Jake Helfrich,QB,Florida International,,,,410534.5,solid,True,medium,3.0,6,cfbd
Karson Gordon,QB,UCLA,,,,410534.5,solid,True,medium,3.0,6,cfbd
A.J. Brand,QB,Virginia Tech,,,,410534.5,solid,True,medium,3.0,6,cfbd
Thomas Gotkowski,QB,Miami (OH),,,,410534.5,solid,True,medium,3.0,6,cfbd
Kamario Taylor,QB,Mississippi State,,,,410534.5,solid,True,medium,3.0,6,cfbd
Jerry Horne,QB,Arkansas State,,,,410534.5,solid,True,medium,3.0,6,cfbd
Coleton Price,IOL,,Baylor Bears,Kentucky Wildcats,Committed,399936.0,solid,False,actual,4.0,3,portal
Canden Grogan,CB,Texas State,,,,397553.63,solid,True,medium,3.0,6,cfbd
Kyle Williams,CB,Arkansas State,,,,397553.63,solid,True,medium,3.0,6,cfbd
Amarion Atwood,CB,Texas State,,,,397553.63,solid,True,medium,3.0,6,cfbd
Cordarian Powell,CB,Texas State,,,,397553.63,solid,True,medium,3.0,6,cfbd
Trenton Alan Yowe,CB,Arkansas State,,,,397553.63,solid,True,medium,3.0,6,cfbd
Greg Gipson Jr.,CB,Texas State,,,,397553.63,solid,True,medium,3.0,6,cfbd
Craig Royal Jr.,CB,Texas State,,,,397553.63,solid,True,medium,3.0,6,cfbd
Christopher Jones,CB,Texas State,,,,397553.63,solid,True,medium,3.0,6,cfbd
Courtney Patterson,CB,Arkansas State,,,,397553.63,solid,True,medium,3.0,6,cfbd
Trez Moore,CB,Texas State,,,,397553.63,solid,True,medium,3.0,6,cfbd
Braden Jackson,CB,Arkansas State,,,,397553.63,solid,True,medium,3.0,6,cfbd
DJ Pickett,CB,LSU,,,,397553.63,solid,True,medium,3.0,6,cfbd
Josh Stone,CB,Arkansas State,,,,397553.63,solid,True,medium,3.0,6,cfbd
Jaden Rios,CB,Texas State,,,,397553.63,solid,True,medium,3.0,6,cfbd
Wallace Foster IV,CB,LSU,,,,397553.63,solid,True,medium,3.0,6,cfbd
Evan Johnson,CB,BYU,,,,397553.63,solid,True,medium,3.0,6,cfbd
Myles Cunningham,CB,Florida International,,,,397553.63,solid,True,medium,3.0,6,cfbd
Jayden Dunlap,CB,BYU,,,,397553.63,solid,True,medium,3.0,6,cfbd
Kevin Doe,CB,BYU,,,,397553.63,solid,True,medium,3.0,6,cfbd
Mory Bamba,CB,BYU,,,,397553.63,solid,True,medium,3.0,6,cfbd
Bravion Rogers,CB,Texas A&M,,,,397553.63,solid,True,medium,3.0,6,cfbd
Deyjhon Pettaway,CB,Texas A&M,,,,397553.63,solid,True,medium,3.0,6,cfbd
Jonathan Kabeya,CB,BYU,,,,397553.63,solid,True,medium,3.0,6,cfbd
Ben Knox,CB,South Florida,,,,397553.63,solid,True,medium,3.0,6,cfbd
Dezz Ricks,CB,Texas A&M,,,,397553.63,solid,True,medium,3.0,6,cfbd
Therrian Alexander III,CB,BYU,,,,397553.63,solid,True,medium,3.0,6,cfbd
Adonyss Currie,CB,Texas A&M,,,,397553.63,solid,True,medium,3.0,6,cfbd
Craig Walton Jr.,CB,LSU,,,,397553.63,solid,True,medium,3.0,6,cfbd
Adam Graham,CB,Texas A&M,,,,397553.63,solid,True,medium,3.0,6,cfbd
Aidan Anding,CB,LSU,,,,397553.63,solid,True,medium,3.0,6,cfbd
Justin Echols,CB,LSU,,,,397553.63,solid,True,medium,3.0,6,cfbd
PJ Woodland,CB,LSU,,,,397553.63,solid,True,medium,3.0,6,cfbd
Michael Turner Jr.,CB,LSU,,,,397553.63,solid,True,medium,3.0,6,cfbd
Solomon Thomas,OT,LSU,,,,397553.63,solid,True,medium,3.0,6,cfbd
De'Shawn Rucker,CB,South Florida,,,,397553.63,solid,True,medium,3.0,6,cfbd
Marquis Williams,CB,Arkansas State,,,,397553.63,solid,True,medium,3.0,6,cfbd
JR Rosenberg,CB,Texas A&M,,,,397553.63,solid,True,medium,3.0,6,cfbd
Benjamin Bruce,CB,Texas A&M,,,,397553.63,solid,True,medium,3.0,6,cfbd
Ryan Burtin,CB,Texas A&M,,,,397553.63,solid,True,medium,3.0,6,cfbd
Julio Humphrey,CB,Texas A&M,,,,397553.63,solid,True,medium,3.0,6,cfbd
Tyreek Chappell,CB,Texas A&M,,,,397553.63,solid,True,medium,3.0,6,cfbd
Jamar Beal-Goines,CB,Texas A&M,,,,397553.63,solid,True,medium,3.0,6,cfbd
Will Lee III,CB,Texas A&M,,,,397553.63,solid,True,medium,3.0,6,cfbd
Gabe Stroud,CB,North Texas,,,,397553.63,solid,True,medium,3.0,6,cfbd
Taylor Starling,CB,North Texas,,,,397553.63,solid,True,medium,3.0,6,cfbd
Jaylen Antoine,CB,Mississippi State,,,,397553.63,solid,True,medium,3.0,6,cfbd
DeAgo Brumfield,CB,Mississippi State,,,,397553.63,solid,True,medium,3.0,6,cfbd
Kyle Johnson,CB,Mississippi State,,,,397553.63,solid,True,medium,3.0,6,cfbd
Amarien Jefferson,CB,Mississippi State,,,,397553.63,solid,True,medium,3.0,6,cfbd
Josh Jones,CB,Virginia Tech,,,,397553.63,solid,True,medium,3.0,6,cfbd
Jojo Crim,CB,Virginia Tech,,,,397553.63,solid,True,medium,3.0,6,cfbd
Cameron Goggins,CB,Florida Atlantic,,,,397553.63,solid,True,medium,3.0,6,cfbd
Lawrence Johnson,CB,Florida Atlantic,,,,397553.63,solid,True,medium,3.0,6,cfbd
Chris Tooley III,CB,Florida Atlantic,,,,397553.63,solid,True,medium,3.0,6,cfbd
Charles Du,CB,Notre Dame,,,,397553.63,solid,True,medium,3.0,6,cfbd
Kelley Jones,CB,Mississippi State,,,,397553.63,solid,True,medium,3.0,6,cfbd
Jordyn Criss,CB,BYU,,,,397553.63,solid,True,medium,3.0,6,cfbd
Kevin Odikpo,CB,North Texas,,,,397553.63,solid,True,medium,3.0,6,cfbd
Anthony Benford II,CB,North Texas,,,,397553.63,solid,True,medium,3.0,6,cfbd
Thomas Williams,CB,Virginia Tech,,,,397553.63,solid,True,medium,3.0,6,cfbd
Christian Gray,CB,Notre Dame,,,,397553.63,solid,True,medium,3.0,6,cfbd
Tramell Windham,CB,North Texas,,,,397553.63,solid,True,medium,3.0,6,cfbd
Mickey Brown,CB,Notre Dame,,,,397553.63,solid,True,medium,3.0,6,cfbd
Cannon DeVries,CB,BYU,,,,397553.63,solid,True,medium,3.0,6,cfbd
Dante Lovett,CB,Virginia Tech,,,,397553.63,solid,True,medium,3.0,6,cfbd
Isaiah Dunn,CB,Notre Dame,,,,397553.63,solid,True,medium,3.0,6,cfbd
Joshua Clarke,CB,Virginia Tech,,,,397553.63,solid,True,medium,3.0,6,cfbd
Mark Zackery IV,CB,Notre Dame,,,,397553.63,solid,True,medium,3.0,6,cfbd
Jahmari DeLoatch,CB,Virginia Tech,,,,397553.63,solid,True,medium,3.0,6,cfbd
Knahlij Harrell,CB,Virginia Tech,,,,397553.63,solid,True,medium,3.0,6,cfbd
Dallas Golden,CB,Notre Dame,,,,397553.63,solid,True,medium,3.0,6,cfbd
Dorian Mallary Jr.,CB,South Florida,,,,397553.63,solid,True,medium,3.0,6,cfbd
Herlin Perry Jr.,CB,South Florida,,,,397553.63,solid,True,medium,3.0,6,cfbd
Deylen Platt,CB,South Florida,,,,397553.63,solid,True,medium,3.0,6,cfbd
Jair Murphy,CB,South Florida,,,,397553.63,solid,True,medium,3.0,6,cfbd
Nate Johnson,EDGE,,Appalachian State Mountaineers,Missouri Tigers,Committed,387953.0,solid,False,actual,3.0,3,portal
Nathan Leacock,WR,,Tennessee Volunteers,Purdue Boilermakers,Committed,387889.99,solid,True,low,0.0,3,portal
Karmello English,WR,,West Georgia Wolves,Coastal Carolina Chanticleers,Committed,387889.99,solid,True,low,0.0,3,portal
Demon Clowney,EDGE,,Charlotte 49ers,Louisville Cardinals,Committed,387889.99,solid,True,low,0.0,3,portal
Quan Lee,WR,,Florida A&M Rattlers,Arkansas State Red Wolves,Committed,387889.99,solid,True,low,0.0,3,portal
Hardley Gilmore,WR,,Kentucky Wildcats,Nebraska Cornhuskers,Committed,387889.99,solid,True,low,0.0,3,portal
Jayvan Boggs,WR,,Florida State Seminoles,Florida State Seminoles,Withdrawn,387889.99,solid,True,low,0.0,3,portal
Will Smith,EDGE,,Tulsa Golden Hurricane,North Texas Mean Green,Committed,387889.99,solid,True,low,0.0,3,portal
Blanche Gold,EDGE,,Morgan State Bears,UAB Blazers,Committed,387889.99,solid,True,low,0.0,3,portal
