name,position,from_school,to_school,status,nil_valuation,stars,rating,national_rank,position_rank,class_year,commit_date,headshot_url,profile_url,source
Max Brosmer,QB,New Hampshire Wildcats,Minnesota Golden Gophers,Committed,0,3.0,88.0,252.0,27.0,2019,2023-12-03T21:47:00,https://on3static.com/uploads/assets/684/260/260684.jpeg,https://www.on3.com/db/max-brosmer-86569/,portal_tracker_2024
Nigel Glover,LB,Ohio State Buckeyes,Northwestern Wildcats,Committed,0,3.0,88.0,253.0,18.0,2023,2024-06-16T09:12:00,https://on3static.com/uploads/assets/515/221/221515.jpeg,https://www.on3.com/db/nigel-glover-150380/,portal_tracker_2024
E.J. Warner,QB,Temple Owls,Rice Owls,Committed,0,3.0,88.0,254.0,28.0,2022,2023-12-20T13:49:00,https://on3static.com/uploads/assets/677/262/262677.png,https://www.on3.com/db/ej-warner-41414/,portal_tracker_2024
Ty Thompson,QB,Oregon Ducks,Tulane Green Wave,Committed,0,3.0,88.0,255.0,29.0,2021,2024-01-05T12:31:00,https://on3static.com/uploads/dev/assets/173/6/6173.jpg,https://www.on3.com/db/ty-thompson-117120/,portal_tracker_2024
Austin Mack,QB,Washington Huskies,Alabama Crimson Tide,Committed,678384,3.0,88.0,256.0,30.0,2023,2024-01-18T16:56:00,https://on3static.com/uploads/assets/245/280/280245.jpeg,https://www.on3.com/db/austin-mack-8524/,portal_tracker_2024
C.J. Smith,WR,Georgia Bulldogs,Purdue Boilermakers,Committed,0,3.0,88.0,257.0,43.0,2022,2024-01-05T22:16:00,https://on3static.com/uploads/assets/889/343/343889.png,https://www.on3.com/db/cj-smith-19941/,portal_tracker_2024
Jabre Barber,WR,Troy Trojans,Texas A&M Aggies,Committed,0,3.0,88.0,258.0,44.0,2020,2024-01-05T20:00:00,https://on3static.com/uploads/assets/964/270/270964.png,https://www.on3.com/db/jabre-barber-50826/,portal_tracker_2024
Keaten Wade,EDGE,Kentucky Wildcats,Colorado Buffaloes,Committed,0,3.0,88.0,259.0,25.0,2022,2023-12-15T11:13:00,https://on3static.com/uploads/assets/673/16/16673.jpeg,https://www.on3.com/db/keaten-wade-71668/,portal_tracker_2024
Brandon Johnson,CB,Duke Blue Devils,Oregon Ducks,Committed,0,3.0,88.0,260.0,34.0,2021,2024-01-17T16:49:00,https://on3static.com/uploads/assets/945/349/349945.jpg,https://www.on3.com/db/brandon-johnson-144881/,portal_tracker_2024
Jaheem Joseph,CB,Northwestern Wildcats,West Virginia Mountaineers,Committed,0,3.0,88.0,261.0,35.0,2020,2024-02-19T14:48:00,https://on3static.com/uploads/dev/assets/583/8/8583.jpg,https://www.on3.com/db/jaheem-joseph-143417/,portal_tracker_2024
Ceyair Wright,CB,USC Trojans,Nebraska Cornhuskers,Committed,0,3.0,88.0,262.0,36.0,2021,2024-06-28T15:17:00,https://on3static.com/uploads/assets/638/336/336638.png,https://www.on3.com/db/ceyair-wright-19484/,portal_tracker_2024
Beaux Collins,WR,Clemson Tigers,Notre Dame Fighting Irish,Committed,0,3.0,88.0,263.0,45.0,2021,2023-12-10T16:42:00,https://on3static.com/uploads/dev/assets/843/10/10843.jpg,https://www.on3.com/db/beaux-collins-9553/,portal_tracker_2024
Dante Dowdell,RB,Oregon Ducks,Nebraska Cornhuskers,Committed,0,3.0,88.0,264.0,19.0,2023,2024-01-06T20:15:00,https://on3static.com/uploads/assets/433/333/333433.png,https://www.on3.com/db/dante-dowdell-148684/,portal_tracker_2024
Kadarius Calloway,RB,Old Dominion Monarchs,California Golden Bears,Committed,0,3.0,88.0,265.0,20.0,2021,2024-01-03T13:05:00,https://on3static.com/uploads/assets/223/444/444223.png,https://www.on3.com/db/kadarius-calloway-70299/,portal_tracker_2024
Grayson McCall,QB,Coastal Carolina Chanticleers,NC State Wolfpack,Committed,0,3.0,88.0,266.0,31.0,2019,2023-12-13T10:32:00,https://on3static.com/uploads/dev/assets/814/2/2814.jpg,https://www.on3.com/db/grayson-mccall-46678/,portal_tracker_2024
Russell Davis II,DL,Arizona Wildcats,Washington Huskies,Committed,0,3.0,88.0,267.0,29.0,2022,2024-01-31T20:16:00,https://on3static.com/uploads/assets/173/22/22173.jpeg,https://www.on3.com/db/russell-davis-ii-102787/,portal_tracker_2024
Ja'Corey Brooks,WR,Alabama Crimson Tide,Louisville Cardinals,Committed,0,3.0,88.0,268.0,46.0,2021,2023-12-15T19:08:00,https://on3static.com/uploads/assets/585/225/225585.jpeg,https://www.on3.com/db/jacorey-brooks-52423/,portal_tracker_2024
Samuel Franklin,RB,UT Martin Skyhawks,Oklahoma Sooners,Committed,0,3.0,88.0,269.0,21.0,2021,2023-12-13T17:33:00,https://on3static.com/uploads/assets/849/265/265849.png,https://www.on3.com/db/samuel-franklin-104774/,portal_tracker_2024
Jake Johnson,TE,Texas A&M Aggies,North Carolina Tar Heels,Committed,0,3.0,88.0,270.0,10.0,2022,2023-12-18T09:53:00,https://on3static.com/uploads/assets/56/465/465056.png,https://www.on3.com/db/jake-johnson-143769/,portal_tracker_2024
Dae'Quan Wright,TE,Virginia Tech Hokies,Ole Miss Rebels,Committed,0,3.0,88.0,271.0,11.0,2022,2024-01-14T13:02:00,https://on3static.com/uploads/assets/795/162/162795.png,https://www.on3.com/db/daequan-wright-27856/,portal_tracker_2024
Myles Montgomery,RB,Cincinnati Bearcats,UCF Knights,Committed,0,3.0,88.0,272.0,22.0,2021,2023-12-04T14:10:00,https://on3static.com/uploads/assets/703/564/564703.PNG,https://www.on3.com/db/myles-montgomery-90726/,portal_tracker_2024
Tawee Walker,RB,Oklahoma Sooners,Wisconsin Badgers,Committed,0,3.0,88.0,273.0,23.0,2019,2023-12-29T18:09:00,https://on3static.com/uploads/assets/679/264/264679.jpeg,https://www.on3.com/db/tawee-walker-110645/,portal_tracker_2024
Ephesians Prysock,CB,Arizona Wildcats,Washington Huskies,Committed,0,3.0,88.0,274.0,37.0,2022,2024-01-27T07:31:00,https://on3static.com/uploads/assets/251/254/254251.png,https://www.on3.com/db/ephesians-prysock-41915/,portal_tracker_2024
Jaylen Wester,LB,Florida Atlantic Owls,Colorado Buffaloes,Committed,0,3.0,88.0,275.0,19.0,2022,2024-01-15T10:58:00,https://on3static.com/uploads/assets/7/447/447007.png,https://www.on3.com/db/jaylen-wester-146161/,portal_tracker_2024
Tackett Curtis,LB,USC Trojans,Wisconsin Badgers,Committed,0,3.0,88.0,276.0,20.0,2023,2024-01-09T12:55:00,https://on3static.com/uploads/assets/934/218/218934.png,https://www.on3.com/db/tackett-curtis-109668/,portal_tracker_2024
Shawn Murphy,LB,Alabama Crimson Tide,Florida State Seminoles,Committed,0,3.0,88.0,277.0,21.0,2022,2024-01-15T17:24:00,https://on3static.com/uploads/assets/700/225/225700.jpeg,https://www.on3.com/db/shawn-murphy-106928/,portal_tracker_2024
D.J. McKinney,CB,Oklahoma State Cowboys,Colorado Buffaloes,Committed,0,3.0,88.0,278.0,38.0,2022,2024-01-07T19:07:00,https://on3static.com/uploads/assets/164/585/585164.jpg,https://www.on3.com/db/dj-mckinney-39769/,portal_tracker_2024
Jacob Rizy,OT,Harvard Crimson,Florida State Seminoles,Committed,0,3.0,88.0,279.0,19.0,2020,2024-01-24T18:44:00,https://on3static.com/uploads/assets/931/258/258931.jpeg,https://www.on3.com/db/jacob-rizy-52181/,portal_tracker_2024
Savion Washington,OT,Colorado Buffaloes,Syracuse Orange,Committed,0,3.0,88.0,280.0,20.0,2020,2024-04-23T22:00:00,https://on3static.com/uploads/assets/406/242/242406.jpeg,https://www.on3.com/db/savion-washington-104957/,portal_tracker_2024
Ozzie Nicholas,LB,Princeton Tigers,Duke Blue Devils,Committed,0,3.0,88.0,281.0,22.0,2020,2024-01-18T10:52:00,https://on3static.com/uploads/assets/969/261/261969.png,https://www.on3.com/db/ozzie-nicholas-8590/,portal_tracker_2024
Branson Combs,LB,Southern Illinois Salukis,Wake Forest Demon Deacons,Committed,0,3.0,88.0,282.0,23.0,2019,2023-12-10T13:29:00,https://on3static.com/uploads/assets/258/267/267258.png,https://www.on3.com/db/branson-combs-239269/,portal_tracker_2024
Xe'ree Alexander,LB,Idaho Vandals,UCF Knights,Committed,0,3.0,88.0,283.0,24.0,2023,2024-01-10T13:10:00,https://on3static.com/uploads/assets/451/394/394451.png,https://www.on3.com/db/xeree-alexander-122246/,portal_tracker_2024
Anthony Switzer,S,Utah State Aggies,Arkansas Razorbacks,Committed,0,3.0,88.0,284.0,20.0,2019,2024-04-26T16:03:00,https://on3static.com/uploads/assets/472/221/221472.jpg,https://www.on3.com/db/anthony-switzer-6606/,portal_tracker_2024
Xavier Bausley,OT,Jacksonville State Gamecocks,West Virginia Mountaineers,Committed,0,3.0,88.0,285.0,21.0,2022,2024-01-07T15:09:00,https://on3static.com/uploads/assets/250/181/181250.png,https://www.on3.com/db/xavier-bausley-121926/,portal_tracker_2024
Maalik Murphy,QB,Texas Longhorns,Duke Blue Devils,Committed,0,3.0,88.0,286.0,32.0,2022,2023-12-22T21:45:00,https://on3static.com/uploads/assets/960/71/71960.jpeg,https://www.on3.com/db/maalik-murphy-81109/,portal_tracker_2024
Jacolby Criswell,QB,Arkansas Razorbacks,North Carolina Tar Heels,Committed,0,3.0,88.0,287.0,33.0,2020,2024-04-30T08:06:00,https://on3static.com/uploads/dev/assets/112/10/10112.jpg,https://www.on3.com/db/jacolby-criswell-52407/,portal_tracker_2024
Drew Azzopardi,OT,San Diego State Aztecs,Washington Huskies,Committed,536881,3.0,88.0,288.0,22.0,2022,2023-12-18T14:02:00,https://on3static.com/uploads/assets/503/178/178503.png,https://www.on3.com/db/drew-azzopardi-38924/,portal_tracker_2024
Kobe Savage,S,Kansas State Wildcats,Oregon Ducks,Committed,283010,3.0,88.0,289.0,21.0,2019,2023-12-20T09:25:00,https://on3static.com/uploads/assets/95/73/73095.jpeg,https://www.on3.com/db/kobe-savage-149794/,portal_tracker_2024
Keye Thompson,LB,Ohio Bobcats,Pittsburgh Panthers,Committed,0,3.0,88.0,290.0,25.0,2018,2024-01-04T15:54:00,https://on3static.com/uploads/assets/347/266/266347.png,https://www.on3.com/db/keye-thompson-74639/,portal_tracker_2024
Van Wells,IOL,Colorado Buffaloes,Oregon State Beavers,Committed,0,3.0,88.0,291.0,17.0,2022,2023-12-11T06:20:00,https://on3static.com/uploads/assets/385/242/242385.jpeg,https://www.on3.com/db/van-wells-119299/,portal_tracker_2024
Zeke Correll,IOL,Notre Dame Fighting Irish,NC State Wolfpack,Committed,0,3.0,88.0,292.0,18.0,2019,2023-12-09T17:35:00,https://on3static.com/uploads/assets/861/235/235861.jpeg,https://www.on3.com/db/zeke-correll-123725/,portal_tracker_2024
Bryce Foster,IOL,Texas A&M Aggies,Kansas Jayhawks,Committed,0,3.0,88.0,293.0,19.0,2021,2024-06-15T09:14:00,https://on3static.com/uploads/assets/819/12/12819.jpeg,https://www.on3.com/db/bryce-foster-15775/,portal_tracker_2024
Kevin Wigenton,IOL,Michigan State Spartans,Illinois Fighting Illini,Committed,0,3.0,88.0,294.0,20.0,2021,2023-12-20T16:45:00,https://on3static.com/uploads/assets/231/235/235231.png,https://www.on3.com/db/kevin-wigenton-74525/,portal_tracker_2024
Chip Trayanum,RB,Ohio State Buckeyes,Kentucky Wildcats,Committed,0,3.0,88.0,295.0,24.0,2020,2023-12-12T10:43:00,https://on3static.com/uploads/assets/590/221/221590.jpeg,https://www.on3.com/db/chip-trayanum-32892/,portal_tracker_2024
Roydell Williams,RB,Alabama Crimson Tide,Florida State Seminoles,Committed,0,3.0,88.0,296.0,25.0,2020,2024-01-13T12:54:00,https://on3static.com/uploads/assets/820/225/225820.jpeg,https://www.on3.com/db/roydell-williams-102648/,portal_tracker_2024
Nate Noel,RB,Appalachian State Mountaineers,Missouri Tigers,Committed,0,3.0,88.0,297.0,26.0,2020,2024-01-07T16:18:00,https://on3static.com/uploads/assets/46/170/170046.png,https://www.on3.com/db/nate-noel-91749/,portal_tracker_2024
Kedrick Reescano,RB,Ole Miss Rebels,Arizona Wildcats,Committed,0,3.0,88.0,298.0,27.0,2023,2024-05-22T10:32:00,https://on3static.com/uploads/assets/395/120/120395.jpg,https://www.on3.com/db/kedrick-reescano-71754/,portal_tracker_2024
Marquez Cooper,RB,Ball State Cardinals,San Diego State Aztecs,Committed,0,3.0,88.0,299.0,28.0,2020,2024-04-27T15:26:00,https://on3static.com/uploads/assets/822/349/349822.jpg,https://www.on3.com/db/marquez-cooper-84048/,portal_tracker_2024
Isaiah Augustave,RB,Arkansas Razorbacks,Colorado Buffaloes,Committed,0,3.0,88.0,300.0,29.0,2023,2024-05-23T15:08:00,https://on3static.com/uploads/assets/936/303/303936.png,https://www.on3.com/db/isaiah-augustave-147651/,portal_tracker_2024
Eli Green,WR,North Dakota State Bison,Iowa State Cyclones,Committed,0,3.0,88.0,370.0,47.0,0,2024-05-10T08:42:00,https://on3static.com/uploads/assets/787/315/315787.png,https://www.on3.com/db/eli-green-205552/,portal_tracker_2024
