name,position,from_school,to_school,status,nil_valuation,stars,rating,national_rank,position_rank,class_year,commit_date,headshot_url,profile_url,source
Caleb Downs,S,Alabama Crimson Tide,Ohio State Buckeyes,Committed,1568670,5.0,98.0,1.0,1.0,2023,2024-01-19T19:38:00,https://on3static.com/uploads/assets/608/225/225608.jpeg,https://www.on3.com/db/caleb-downs-16957/,portal_tracker_2024
Walter Nolen,DL,Texas A&M Aggies,Ole Miss Rebels,Committed,0,5.0,98.0,2.0,1.0,2022,2023-12-24T14:09:00,https://on3static.com/uploads/assets/113/88/88113.jpg,https://www.on3.com/db/walter-nolen-120108/,portal_tracker_2024
Evan Stewart,WR,Texas A&M Aggies,Oregon Ducks,Committed,1487578,4.0,97.0,3.0,1.0,2022,2024-01-11T21:19:00,https://on3static.com/uploads/assets/740/349/349740.jpg,https://www.on3.com/db/evan-stewart-43427/,portal_tracker_2024
Jabbar Muhammad,CB,Washington Huskies,Oregon Ducks,Committed,0,4.0,97.0,4.0,1.0,2020,2024-01-27T17:22:00,https://on3static.com/uploads/assets/721/349/349721.jpg,https://www.on3.com/db/jabbar-muhammad-50809/,portal_tracker_2024
Dillon Gabriel,QB,Oklahoma Sooners,Oregon Ducks,Committed,0,4.0,97.0,5.0,1.0,2019,2023-12-09T10:02:00,https://on3static.com/uploads/assets/585/35/35585.jpeg,https://www.on3.com/db/dillon-gabriel-37002/,portal_tracker_2024
Nic Scourton,EDGE,Purdue Boilermakers,Texas A&M Aggies,Committed,0,4.0,97.0,6.0,1.0,2022,2024-01-04T13:19:00,https://on3static.com/uploads/assets/113/217/217113.png,https://www.on3.com/db/nic-scourton-92041/,portal_tracker_2024
Princely Umanmielen,EDGE,Florida Gators,Ole Miss Rebels,Committed,0,4.0,96.0,7.0,2.0,2020,2023-12-15T16:27:00,https://on3static.com/uploads/assets/18/170/170018.png,https://www.on3.com/db/princely-umanmielen-96959/,portal_tracker_2024
Isaiah Bond,WR,Alabama Crimson Tide,Texas Longhorns,Committed,0,4.0,96.0,8.0,2.0,2022,2024-01-14T12:04:00,https://on3static.com/uploads/assets/577/225/225577.jpeg,https://www.on3.com/db/isaiah-bond-49370/,portal_tracker_2024
Cam Ward,QB,Washington State Cougars,Miami Hurricanes,Committed,0,4.0,96.0,9.0,2.0,2020,2024-01-13T18:08:00,https://on3static.com/uploads/assets/316/372/372316.jpg,https://www.on3.com/db/cam-ward-18163/,portal_tracker_2024
Will Howard,QB,Kansas State Wildcats,Ohio State Buckeyes,Committed,0,4.0,96.0,10.0,3.0,2020,2024-01-04T18:38:00,https://on3static.com/uploads/dev/assets/247/8/8247.jpg,https://www.on3.com/db/will-howard-144062/,portal_tracker_2024
Riley Leonard,QB,Duke Blue Devils,Notre Dame Fighting Irish,Committed,0,4.0,96.0,11.0,4.0,2021,2023-12-12T09:29:00,https://on3static.com/uploads/assets/22/373/373022.png,https://www.on3.com/db/riley-leonard-100526/,portal_tracker_2024
Kadyn Proctor,OT,Iowa Hawkeyes,Alabama Crimson Tide,Committed,190900,4.0,96.0,12.0,1.0,2023,2024-04-16T14:09:00,https://on3static.com/uploads/assets/792/225/225792.jpeg,https://www.on3.com/db/kadyn-proctor-70429/,portal_tracker_2024
Damien Martinez,RB,Oregon State Beavers,Miami Hurricanes,Committed,0,4.0,95.0,13.0,1.0,2022,2024-04-27T19:12:00,https://on3static.com/uploads/assets/87/22/22087.jpeg,https://www.on3.com/db/damien-martinez-28578/,portal_tracker_2024
Quinshon Judkins,RB,Ole Miss Rebels,Ohio State Buckeyes,Committed,0,4.0,95.0,14.0,2.0,2022,2024-01-08T22:19:00,https://on3static.com/uploads/assets/548/274/274548.png,https://www.on3.com/db/quinshon-judkins-145260/,portal_tracker_2024
Parker Brailsford,IOL,Washington Huskies,Alabama Crimson Tide,Committed,167622,4.0,95.0,15.0,1.0,2022,2024-01-20T21:40:00,https://on3static.com/uploads/assets/819/171/171819.jpeg,https://www.on3.com/db/parker-brailsford-94992/,portal_tracker_2024
Aeneas Peebles,DL,Duke Blue Devils,Virginia Tech Hokies,Committed,0,4.0,95.0,16.0,2.0,2020,2023-12-18T11:38:00,https://on3static.com/uploads/dev/assets/62/11/11062.jpg,https://www.on3.com/db/aeneas-peebles-1795/,portal_tracker_2024
CJ Daniels,WR,Liberty Flames,LSU Tigers,Committed,212495,4.0,95.0,17.0,3.0,2020,2024-01-14T13:01:00,https://on3static.com/uploads/assets/747/349/349747.jpg,https://www.on3.com/db/cj-daniels-23587/,portal_tracker_2024
Juice Wells,WR,South Carolina Gamecocks,Ole Miss Rebels,Committed,0,4.0,95.0,18.0,4.0,2019,2023-12-17T15:47:00,https://on3static.com/uploads/assets/116/257/257116.jpg,https://www.on3.com/db/juice-wells-150057/,portal_tracker_2024
Diego Pounds,OT,North Carolina Tar Heels,Ole Miss Rebels,Committed,912343,4.0,95.0,19.0,2.0,2021,2024-01-08T18:16:00,https://on3static.com/uploads/dev/assets/169/10/10169.jpg,https://www.on3.com/db/diego-pounds-36927/,portal_tracker_2024
Trevor Etienne,RB,Florida Gators,Georgia Bulldogs,Committed,0,4.0,94.0,20.0,3.0,2022,2023-12-24T12:29:00,https://on3static.com/uploads/assets/775/93/93775.jpg,https://www.on3.com/db/trevor-etienne-115713/,portal_tracker_2024
Kamari Ramsey,S,UCLA Bruins,USC Trojans,Committed,0,4.0,94.0,21.0,2.0,2022,2023-12-21T11:36:00,https://on3static.com/uploads/assets/292/335/335292.png,https://www.on3.com/db/kamari-ramsey-70949/,portal_tracker_2024
D'Angelo Ponds,CB,James Madison Dukes,Indiana Hoosiers,Committed,0,4.0,94.0,22.0,2.0,2023,2024-05-04T15:04:00,https://on3static.com/uploads/assets/510/312/312510.png,https://www.on3.com/db/dangelo-ponds-156423/,portal_tracker_2024
Lance Heard,OT,LSU Tigers,Tennessee Volunteers,Committed,823081,4.0,94.0,23.0,3.0,2023,2024-01-21T11:23:00,https://on3static.com/uploads/assets/738/349/349738.jpg,https://www.on3.com/db/lance-heard-147284/,portal_tracker_2024
Trey Moore,EDGE,UTSA Roadrunners,Texas Longhorns,Committed,0,4.0,94.0,24.0,3.0,2021,2023-12-23T13:14:00,https://on3static.com/uploads/assets/788/73/73788.jpeg,https://www.on3.com/db/trey-moore-116148/,portal_tracker_2024
Tyler Baron,EDGE,Louisville Cardinals,Miami Hurricanes,Committed,0,4.0,94.0,25.0,4.0,2020,2024-05-21T17:48:00,https://on3static.com/uploads/assets/161/226/226161.jpeg,https://www.on3.com/db/tyler-baron-117322/,portal_tracker_2024
Marvin Jones Jr.,EDGE,Georgia Bulldogs,Florida State Seminoles,Committed,148605,4.0,94.0,26.0,5.0,2022,2023-12-18T16:06:00,https://on3static.com/uploads/assets/128/392/392128.jpg,https://www.on3.com/db/marvin-jones-jr-144981/,portal_tracker_2024
Cayden Green,OT,Oklahoma Sooners,Missouri Tigers,Committed,1189460,4.0,94.0,27.0,4.0,2023,2023-12-19T09:49:00,https://on3static.com/uploads/assets/740/23/23740.jpeg,https://www.on3.com/db/cayden-green-19225/,portal_tracker_2024
Branson Hickman,IOL,SMU Mustangs,Oklahoma Sooners,Committed,0,4.0,94.0,28.0,2.0,2020,2024-04-21T08:55:00,https://on3static.com/uploads/assets/166/219/219166.jpg,https://www.on3.com/db/branson-hickman-13422/,portal_tracker_2024
Caullin Lacy,WR,South Alabama Jaguars,Louisville Cardinals,Committed,0,4.0,93.0,29.0,5.0,2020,2023-12-17T10:09:00,https://on3static.com/uploads/assets/591/268/268591.png,https://www.on3.com/db/caullin-lacy-19199/,portal_tracker_2024
Kris Mitchell,WR,FIU Golden Panthers,Notre Dame Fighting Irish,Committed,118624,4.0,93.0,30.0,6.0,2019,2023-12-05T14:10:00,https://on3static.com/uploads/assets/305/76/76305.jpeg,https://www.on3.com/db/kris-mitchell-76044/,portal_tracker_2024
Davion Carter,IOL,Memphis Tigers,Texas Tech Red Raiders,Committed,0,4.0,93.0,31.0,3.0,2020,2023-12-14T12:03:00,https://on3static.com/uploads/assets/428/214/214428.jpeg,https://www.on3.com/db/davion-carter-32284/,portal_tracker_2024
Jonah Coleman,RB,Arizona Wildcats,Washington Huskies,Committed,216845,4.0,92.0,32.0,4.0,2022,2024-01-21T01:00:00,https://on3static.com/uploads/assets/607/410/410607.jpg,https://www.on3.com/db/jonah-coleman-64434/,portal_tracker_2024
Kam Alexander,CB,UTSA Roadrunners,Oregon Ducks,Committed,313041,4.0,92.0,33.0,3.0,2019,2024-01-08T12:56:00,https://on3static.com/uploads/assets/626/274/274626.png,https://www.on3.com/db/kam-alexander-175452/,portal_tracker_2024
Jay'Vion Cole,CB,San Jose State Spartans,Texas Longhorns,Committed,0,4.0,92.0,34.0,4.0,2022,2024-05-05T14:00:00,https://on3static.com/uploads/assets/212/132/132212.jpg,https://www.on3.com/db/jayvion-cole-59267/,portal_tracker_2024
Akili Arnold,S,Oregon State Beavers,USC Trojans,Committed,210597,4.0,92.0,35.0,3.0,2019,2023-12-17T09:48:00,https://on3static.com/uploads/assets/432/17/17432.jpeg,https://www.on3.com/db/akili-arnold-2355/,portal_tracker_2024
Jalen Huskey,CB,Bowling Green Falcons,Maryland Terrapins,Committed,0,4.0,92.0,36.0,5.0,2022,2023-12-10T19:30:00,https://on3static.com/uploads/assets/579/179/179579.png,https://www.on3.com/db/jalen-huskey-149951/,portal_tracker_2024
Jack Velling,TE,Oregon State Beavers,Michigan State Spartans,Committed,0,4.0,92.0,37.0,1.0,2022,2023-12-18T17:41:00,https://on3static.com/uploads/assets/821/349/349821.jpg,https://www.on3.com/db/jack-velling-51402/,portal_tracker_2024
B.J. Green II,EDGE,Arizona State Sun Devils,Colorado Buffaloes,Committed,0,4.0,92.0,38.0,6.0,2021,2024-01-29T16:03:00,https://on3static.com/uploads/assets/845/349/349845.jpg,https://www.on3.com/db/bj-green-ii-147550/,portal_tracker_2024
Justin Joly,TE,Connecticut Huskies,NC State Wolfpack,Committed,0,4.0,92.0,39.0,2.0,2022,2023-12-14T14:15:00,https://on3static.com/uploads/assets/600/410/410600.jpg,https://www.on3.com/db/justin-joly-145182/,portal_tracker_2024
Keon Sabb,S,Michigan Wolverines,Alabama Crimson Tide,Committed,528759,4.0,91.0,40.0,4.0,2022,2024-02-19T23:17:00,https://on3static.com/uploads/assets/867/288/288867.jpg,https://www.on3.com/db/keon-sabb-73626/,portal_tracker_2024
Tyler Van Dyke,QB,Miami Hurricanes,Wisconsin Badgers,Committed,0,4.0,91.0,41.0,5.0,2020,2023-12-12T16:20:00,https://on3static.com/uploads/assets/563/222/222563.jpg,https://www.on3.com/db/tyler-van-dyke-118203/,portal_tracker_2024
Jamon Dumas-Johnson,LB,Georgia Bulldogs,Kentucky Wildcats,Committed,0,4.0,91.0,42.0,1.0,2021,2023-12-20T09:15:00,https://on3static.com/uploads/assets/659/15/15659.jpeg,https://www.on3.com/db/jamon-dumas-johnson-56311/,portal_tracker_2024
Jaishawn Barham,LB,Maryland Terrapins,Michigan Wolverines,Committed,0,4.0,91.0,43.0,2.0,2022,2023-12-20T10:43:00,https://on3static.com/uploads/assets/302/21/21302.jpeg,https://www.on3.com/db/jaishawn-barham-53214/,portal_tracker_2024
KJ Jefferson,QB,Arkansas Razorbacks,UCF Knights,Committed,0,4.0,91.0,44.0,6.0,2019,2024-01-01T13:16:00,https://on3static.com/uploads/assets/933/349/349933.jpg,https://www.on3.com/db/kj-jefferson-142146/,portal_tracker_2024
Brock Vandagriff,QB,Georgia Bulldogs,Kentucky Wildcats,Committed,299207,4.0,91.0,45.0,7.0,2021,2023-12-06T09:10:00,https://on3static.com/uploads/dev/assets/517/2/2517.jpg,https://www.on3.com/db/brock-vandagriff-15115/,portal_tracker_2024
Sam Leavitt,QB,Michigan State Spartans,Arizona State Sun Devils,Committed,4029364,4.0,91.0,46.0,8.0,2023,2023-12-11T11:58:00,https://on3static.com/uploads/assets/799/349/349799.jpg,https://www.on3.com/db/sam-leavitt-104361/,portal_tracker_2024
Fernando Carmona,OT,San Jose State Spartans,Arkansas Razorbacks,Committed,0,4.0,91.0,47.0,5.0,2021,2023-12-17T08:26:00,https://on3static.com/uploads/assets/960/303/303960.png,https://www.on3.com/db/fernando-carmona-43779/,portal_tracker_2024
Kyle McCord,QB,Ohio State Buckeyes,Syracuse Orange,Committed,0,4.0,91.0,48.0,9.0,2021,2023-12-17T11:25:00,https://on3static.com/uploads/assets/768/349/349768.jpg,https://www.on3.com/db/kyle-mccord-76778/,portal_tracker_2024
Trey Amos,CB,Alabama Crimson Tide,Ole Miss Rebels,Committed,0,4.0,91.0,49.0,6.0,2020,2024-01-19T18:24:00,https://on3static.com/uploads/assets/315/415/415315.jpg,https://www.on3.com/db/trey-amos-115899/,portal_tracker_2024
Jayden Maiava,QB,UNLV Rebels,USC Trojans,Committed,2159056,4.0,91.0,50.0,10.0,2022,2024-01-09T22:43:00,https://on3static.com/uploads/assets/1/177/177001.png,https://www.on3.com/db/jayden-maiava-58668/,portal_tracker_2024
Monroe Mills,OT,Texas Tech Red Raiders,Louisville Cardinals,Committed,611833,4.0,91.0,51.0,6.0,2020,2023-12-19T13:47:00,https://on3static.com/uploads/assets/279/402/402279.png,https://www.on3.com/db/monroe-mills-90175/,portal_tracker_2024
Ethan Miner,IOL,North Texas Mean Green,Mississippi State Bulldogs,Committed,0,4.0,91.0,52.0,4.0,2019,2023-12-14T08:25:00,https://on3static.com/uploads/assets/702/143/143702.jpeg,https://www.on3.com/db/ethan-miner-42987/,portal_tracker_2024
Rocket Sanders,RB,Arkansas Razorbacks,South Carolina Gamecocks,Committed,0,4.0,91.0,53.0,5.0,2021,2023-12-13T19:50:00,https://on3static.com/uploads/assets/827/349/349827.jpg,https://www.on3.com/db/rocket-sanders-97986/,portal_tracker_2024
Marcus Carroll,RB,Georgia State Panthers,Missouri Tigers,Committed,0,4.0,91.0,54.0,6.0,2020,2023-12-11T09:22:00,https://on3static.com/uploads/assets/615/265/265615.png,https://www.on3.com/db/marcus-carroll-82550/,portal_tracker_2024
JC Davis,OT,New Mexico Lobos,Illinois Fighting Illini,Committed,0,4.0,91.0,55.0,7.0,0,2023-12-20T12:54:00,https://on3static.com/uploads/assets/777/349/349777.jpg,https://www.on3.com/db/jc-davis-149908/,portal_tracker_2024
Amari Niblack,TE,Alabama Crimson Tide,Texas Longhorns,Committed,0,4.0,91.0,56.0,3.0,2022,2024-01-18T21:12:00,https://on3static.com/uploads/assets/764/225/225764.jpeg,https://www.on3.com/db/amari-niblack-4209/,portal_tracker_2024
Toriano Pride Jr.,CB,Clemson Tigers,Missouri Tigers,Committed,0,4.0,91.0,57.0,7.0,2022,2023-12-06T19:42:00,https://on3static.com/uploads/assets/783/265/265783.jpg,https://www.on3.com/db/toriano-pride-jr-114091/,portal_tracker_2024
Makylan Pounders,OT,Memphis Tigers,Mississippi State Bulldogs,Committed,0,4.0,91.0,58.0,8.0,2021,2023-12-16T14:04:00,https://on3static.com/uploads/assets/451/214/214451.jpeg,https://www.on3.com/db/makylan-pounders-81398/,portal_tracker_2024
Jake Golday,LB,Central Arkansas Bears,Cincinnati Bearcats,Committed,0,4.0,91.0,59.0,3.0,2021,2024-04-22T15:10:00,https://on3static.com/uploads/assets/816/315/315816.png,https://www.on3.com/db/jake-golday-242871/,portal_tracker_2024
Derrick Harmon,DL,Michigan State Spartans,Oregon Ducks,Committed,0,4.0,91.0,60.0,3.0,2021,2024-05-03T14:37:00,https://on3static.com/uploads/assets/192/235/235192.png,https://www.on3.com/db/derrick-harmon-35090/,portal_tracker_2024
Eric McAlister,WR,Boise State Broncos,TCU Horned Frogs,Committed,0,4.0,91.0,61.0,7.0,2021,2023-12-15T14:32:00,https://on3static.com/uploads/assets/286/89/89286.jpeg,https://www.on3.com/db/eric-mcalister-42234/,portal_tracker_2024
Drake Dabney,TE,Baylor Bears,TCU Horned Frogs,Committed,0,4.0,91.0,62.0,4.0,2020,2023-12-16T17:30:00,https://on3static.com/uploads/dev/assets/391/9/9391.jpg,https://www.on3.com/db/drake-dabney-38782/,portal_tracker_2024
John Humphrey,CB,UCLA Bruins,USC Trojans,Committed,210518,4.0,91.0,63.0,8.0,2020,2023-12-21T11:34:00,https://on3static.com/uploads/assets/970/214/214970.jpeg,https://www.on3.com/db/john-humphrey-144411/,portal_tracker_2024
Garnett Hollis Jr.,CB,Northwestern Wildcats,West Virginia Mountaineers,Committed,0,4.0,91.0,64.0,9.0,2020,,https://on3static.com/uploads/dev/assets/569/8/8569.jpg,https://www.on3.com/db/garnett-hollis-jr-44847/,portal_tracker_2024
Will Sheppard,WR,Vanderbilt Commodores,Colorado Buffaloes,Committed,0,4.0,91.0,65.0,8.0,2020,2023-12-14T17:02:00,https://on3static.com/uploads/dev/assets/764/5/5764.jpg,https://www.on3.com/db/will-sheppard-121041/,portal_tracker_2024
Bless Harris,OT,Florida State Seminoles,TCU Horned Frogs,Committed,0,4.0,91.0,66.0,9.0,2018,2023-12-16T08:48:00,https://on3static.com/uploads/assets/131/242/242131.jpeg,https://www.on3.com/db/bless-harris-11124/,portal_tracker_2024
Peny Boone,RB,Louisville Cardinals,UCF Knights,Committed,0,4.0,91.0,67.0,7.0,2020,2024-05-01T11:00:00,https://on3static.com/uploads/dev/assets/450/6/6450.jpg,https://www.on3.com/db/peny-boone-96016/,portal_tracker_2024
Dante Moore,QB,UCLA Bruins,Oregon Ducks,Committed,2994313,4.0,90.0,68.0,11.0,2023,2023-12-18T18:45:00,https://on3static.com/uploads/assets/495/245/245495.jpg,https://www.on3.com/db/dante-moore-29804/,portal_tracker_2024
Aidan Chiles,QB,Oregon State Beavers,Michigan State Spartans,Committed,0,4.0,90.0,69.0,12.0,2023,2023-12-14T12:41:00,https://on3static.com/uploads/assets/463/225/225463.png,https://www.on3.com/db/aidan-chiles-147985/,portal_tracker_2024
Jason Zandamela,,USC Trojans,Florida Gators,Committed,0,4.0,90.0,70.0,5.0,2024,2024-05-02T14:49:00,https://on3static.com/uploads/assets/476/335/335476.png,https://www.on3.com/db/jason-zandamela-151444/,portal_tracker_2024
Dezz Ricks,CB,Alabama Crimson Tide,Texas A&M Aggies,Committed,167482,4.0,90.0,71.0,10.0,2023,2024-01-16T22:00:00,https://on3static.com/uploads/assets/799/225/225799.jpeg,https://www.on3.com/db/dezz-ricks-35611/,portal_tracker_2024
Simeon Barrow Jr.,DL,Michigan State Spartans,Miami Hurricanes,Committed,0,4.0,90.0,72.0,4.0,2020,2024-05-03T21:54:00,https://on3static.com/uploads/assets/103/235/235103.png,https://www.on3.com/db/simeon-barrow-jr-107463/,portal_tracker_2024
Germie Bernard,WR,Washington Huskies,Alabama Crimson Tide,Committed,0,4.0,90.0,73.0,9.0,2022,2024-01-21T19:26:00,https://on3static.com/uploads/assets/239/223/223239.png,https://www.on3.com/db/germie-bernard-45965/,portal_tracker_2024
Elijhah Badger,WR,Arizona State Sun Devils,Florida Gators,Committed,0,4.0,90.0,74.0,10.0,2020,2024-05-17T16:04:00,https://on3static.com/uploads/assets/431/335/335431.png,https://www.on3.com/db/elijhah-badger-41450/,portal_tracker_2024
Taylen Green,QB,Boise State Broncos,Arkansas Razorbacks,Committed,574682,4.0,90.0,75.0,13.0,2021,2023-12-11T13:01:00,https://on3static.com/uploads/assets/801/88/88801.jpeg,https://www.on3.com/db/taylen-green-110684/,portal_tracker_2024
Ja’Maree Caldwell,DL,Houston Cougars,Oregon Ducks,Committed,0,4.0,90.0,76.0,5.0,2019,2024-01-12T20:01:00,https://on3static.com/uploads/assets/843/349/349843.jpg,https://www.on3.com/db/jamaree-caldwell-156817/,portal_tracker_2024
Kelly Akharaiyi,WR,UTEP Miners,Mississippi State Bulldogs,Committed,0,4.0,90.0,77.0,11.0,2020,2023-12-19T17:01:00,https://on3static.com/uploads/assets/541/88/88541.jpg,https://www.on3.com/db/kelly-akharaiyi-150559/,portal_tracker_2024
Silas Bolden,WR,Oregon State Beavers,Texas Longhorns,Committed,0,4.0,90.0,78.0,12.0,2020,2024-01-16T16:58:00,https://on3static.com/uploads/dev/assets/95/6/6095.jpg,https://www.on3.com/db/silas-bolden-107431/,portal_tracker_2024
Jeremiah Hunter,WR,California Golden Bears,Washington Huskies,Committed,0,4.0,90.0,79.0,13.0,2020,2023-12-29T09:31:00,https://on3static.com/uploads/dev/assets/684/6/6684.jpg,https://www.on3.com/db/jeremiah-hunter-143958/,portal_tracker_2024
Wayne Matthews,LB,Old Dominion Monarchs,Michigan State Spartans,Committed,0,4.0,90.0,80.0,4.0,2021,2024-01-10T16:23:00,https://on3static.com/uploads/assets/948/349/349948.jpg,https://www.on3.com/db/wayne-matthews-120266/,portal_tracker_2024
Jaheim Thomas,LB,Arkansas Razorbacks,Wisconsin Badgers,Committed,0,4.0,90.0,81.0,5.0,2020,2024-01-04T12:34:00,https://on3static.com/uploads/dev/assets/426/10/10426.jpg,https://www.on3.com/db/jaheim-thomas-52939/,portal_tracker_2024
Chris Brazzell II,WR,Tulane Green Wave,Tennessee Volunteers,Committed,0,4.0,90.0,82.0,14.0,2022,2023-12-21T17:40:00,https://on3static.com/uploads/assets/457/568/568457.png,https://www.on3.com/db/chris-brazzell-ii-21381/,portal_tracker_2024
A.J. Harris,CB,Georgia Bulldogs,Penn State Nittany Lions,Committed,0,4.0,90.0,83.0,11.0,2023,2024-01-11T10:00:00,https://on3static.com/uploads/assets/612/345/345612.png,https://www.on3.com/db/aj-harris-2176/,portal_tracker_2024
Percy Lewis,OT,Mississippi State Bulldogs,Auburn Tigers,Committed,0,4.0,90.0,84.0,10.0,2020,2024-01-11T20:30:00,https://on3static.com/uploads/assets/0/73/73000.jpeg,https://www.on3.com/db/percy-lewis-96025/,portal_tracker_2024
Tre'shon Devones,CB,Rice Owls,Duke Blue Devils,Committed,0,4.0,90.0,85.0,12.0,2019,2024-05-15T19:36:00,https://on3static.com/uploads/assets/261/75/75261.jpeg,https://www.on3.com/db/treshon-devones-115128/,portal_tracker_2024
KeAndre Lambert-Smith,WR,Penn State Nittany Lions,Auburn Tigers,Committed,0,4.0,90.0,87.0,15.0,2020,2024-04-24T18:35:00,https://on3static.com/uploads/assets/416/222/222416.png,https://www.on3.com/db/keandre-lambert-smith-71638/,portal_tracker_2024
Jalin Conyers,TE,Arizona State Sun Devils,Texas Tech Red Raiders,Committed,0,4.0,90.0,88.0,5.0,2020,2023-12-10T16:40:00,https://on3static.com/uploads/assets/514/18/18514.jpeg,https://www.on3.com/db/jalin-conyers-54655/,portal_tracker_2024
Dayon Hayes,EDGE,Pittsburgh Panthers,Colorado Buffaloes,Committed,0,4.0,90.0,89.0,7.0,2020,2024-04-21T13:56:00,https://on3static.com/uploads/dev/assets/970/9/9970.jpg,https://www.on3.com/db/dayon-hayes-32674/,portal_tracker_2024
Isaiah Hamilton,CB,Houston Cougars,Ole Miss Rebels,Committed,0,4.0,90.0,90.0,13.0,2020,2024-05-03T13:12:00,https://on3static.com/uploads/assets/538/141/141538.jpeg,https://www.on3.com/db/isaiah-hamilton-175876/,portal_tracker_2024
Ed Woods,CB,Arizona State Sun Devils,Michigan State Spartans,Committed,0,4.0,90.0,91.0,14.0,2020,2024-04-30T10:00:00,https://on3static.com/uploads/dev/assets/897/6/6897.jpg,https://www.on3.com/db/ed-woods-40737/,portal_tracker_2024
Preston Hodge,CB,Liberty Flames,Colorado Buffaloes,Committed,0,4.0,90.0,92.0,15.0,2021,2023-12-16T14:55:00,https://on3static.com/uploads/assets/616/267/267616.png,https://www.on3.com/db/preston-hodge-160121/,portal_tracker_2024
T.J. Jackson,DL,Troy Trojans,West Virginia Mountaineers,Committed,0,4.0,90.0,93.0,6.0,2020,2024-01-05T08:34:00,https://on3static.com/uploads/assets/575/271/271575.png,https://www.on3.com/db/tj-jackson-145040/,portal_tracker_2024
Kevon Darton,DL,Syracuse Orange,Arizona Wildcats,Committed,0,4.0,90.0,94.0,7.0,2019,2024-02-07T12:02:00,https://on3static.com/uploads/assets/951/176/176951.png,https://www.on3.com/db/kevon-darton-163927/,portal_tracker_2024
Elijah Sarratt,WR,James Madison Dukes,Indiana Hoosiers,Committed,0,4.0,90.0,95.0,16.0,2022,2024-01-04T22:14:00,https://on3static.com/uploads/assets/407/178/178407.jpeg,https://www.on3.com/db/elijah-sarratt-175166/,portal_tracker_2024
Dylan Edwards,RB,Colorado Buffaloes,Kansas State Wildcats,Committed,102930,4.0,90.0,96.0,9.0,2023,2024-04-28T14:07:00,https://on3static.com/uploads/assets/272/242/242272.jpeg,https://www.on3.com/db/dylan-edwards-39872/,portal_tracker_2024
DJ Uiagalelei,QB,Oregon State Beavers,Florida State Seminoles,Committed,330025,4.0,90.0,97.0,14.0,2020,2024-01-01T14:08:00,https://on3static.com/uploads/assets/745/17/17745.jpeg,https://www.on3.com/db/dj-uiagalelei-37355/,portal_tracker_2024
JaQues Evans,EDGE,Western Kentucky Hilltoppers,Baylor Bears,Committed,0,4.0,90.0,98.0,8.0,2020,2024-04-28T20:05:00,https://on3static.com/uploads/assets/861/75/75861.jpg,https://www.on3.com/db/jaques-evans-56474/,portal_tracker_2024
Marcus Bryant,,SMU Mustangs,Missouri Tigers,Committed,0,4.0,90.0,99.0,11.0,2020,2024-04-24T20:26:00,https://on3static.com/uploads/assets/142/219/219142.jpg,https://www.on3.com/db/marcus-bryant-82527/,portal_tracker_2024
Matthew Golden,WR,Houston Cougars,Texas Longhorns,Committed,0,4.0,90.0,100.0,17.0,2022,2023-12-16T21:22:00,https://on3static.com/uploads/assets/564/73/73564.jpeg,https://www.on3.com/db/matthew-golden-86074/,portal_tracker_2024
Chris Tyree,WR,Notre Dame Fighting Irish,Virginia Cavaliers,Committed,0,4.0,90.0,101.0,18.0,2020,2023-12-05T17:09:00,https://on3static.com/uploads/assets/950/235/235950.jpeg,https://www.on3.com/db/chris-tyree-22596/,portal_tracker_2024
Deion Burks,WR,Purdue Boilermakers,Oklahoma Sooners,Committed,0,4.0,90.0,102.0,19.0,2021,2023-12-12T11:30:00,https://on3static.com/uploads/assets/115/217/217115.png,https://www.on3.com/db/deion-burks-33335/,portal_tracker_2024
Tre Smith,EDGE,San Jose State Spartans,Arizona Wildcats,Committed,0,4.0,90.0,103.0,9.0,2020,2024-02-07T12:25:00,https://on3static.com/uploads/assets/280/177/177280.png,https://www.on3.com/db/tre-smith-115048/,portal_tracker_2024
Lajohntay Wester,WR,Florida Atlantic Owls,Colorado Buffaloes,Committed,0,4.0,90.0,104.0,20.0,2020,2024-01-09T10:58:00,https://on3static.com/uploads/assets/82/268/268082.png,https://www.on3.com/db/lajohntay-wester-237218/,portal_tracker_2024
Ja’Mori Maclin,WR,North Texas Mean Green,Kentucky Wildcats,Committed,0,4.0,90.0,105.0,21.0,2020,2023-12-13T13:03:00,https://on3static.com/uploads/assets/282/216/216282.png,https://www.on3.com/db/jamori-maclin-161422/,portal_tracker_2024
De'Braylon Carroll,DL,Rice Owls,Texas Tech Red Raiders,Committed,0,4.0,90.0,106.0,8.0,2019,2024-01-23T22:30:00,https://on3static.com/uploads/assets/465/75/75465.jpeg,https://www.on3.com/db/debraylon-carroll-32784/,portal_tracker_2024
Damonic Williams,DL,TCU Horned Frogs,Oklahoma Sooners,Committed,0,4.0,90.0,107.0,9.0,2022,2024-05-02T21:51:00,https://on3static.com/uploads/assets/36/72/72036.jpeg,https://www.on3.com/db/damonic-williams-28760/,portal_tracker_2024
Corey Stewart,OT,Ball State Cardinals,Purdue Boilermakers,Committed,0,4.0,90.0,108.0,12.0,2020,2023-12-10T15:41:00,https://on3static.com/uploads/assets/892/343/343892.png,https://www.on3.com/db/corey-stewart-26331/,portal_tracker_2024
