name,school,position,nil_valuation,nil_rank,conference,class_year,hometown,height,weight,instagram_followers,twitter_followers,tiktok_followers,recruiting_stars,recruiting_rank,composite_rating,profile_url,scraped_at
Gunner Stockton,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 93.1070652173913, 'consensusStars': 4, 'consensusNationalRank': 149, 'consensusPositionRank': 9, 'consensusStateRank': 15, 'key': 77426, 'rating': 93.1070652173913, 'stars': 4, 'nationalRank': 149, 'positionRank': 9, 'stateRank': 15, 'positionAbbr': 'QB', 'stateAbbr': 'GA', 'fiveStarPlus': False}",,2026-02-02T20:58:04.725010
Anthony Thompson,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 98.46559139784947, 'consensusStars': 5, 'consensusNationalRank': 7, 'consensusPositionRank': 3, 'consensusStateRank': 1, 'key': 120864, 'rating': 98.46559139784947, 'stars': 5, 'nationalRank': 7, 'positionRank': 3, 'stateRank': 1, 'positionAbbr': 'SF', 'stateAbbr': 'OH', 'fiveStarPlus': True}",,2026-02-02T20:58:04.725059
Bear Alexander,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 96.33238078541373, 'consensusStars': 4, 'consensusNationalRank': 43, 'consensusPositionRank': 7, 'consensusStateRank': 8, 'key': 77354, 'rating': 96.33238078541373, 'stars': 4, 'nationalRank': 43, 'positionRank': 7, 'stateRank': 8, 'positionAbbr': 'DL', 'stateAbbr': 'FL', 'fiveStarPlus': False}",,2026-02-02T20:58:04.725107
Keaton Wagler,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 87.58967391304348, 'consensusStars': 3, 'consensusNationalRank': 179, 'consensusPositionRank': 48, 'consensusStateRank': 1, 'key': 124615, 'rating': 87.58967391304348, 'stars': 3, 'nationalRank': 179, 'positionRank': 48, 'stateRank': 1, 'positionAbbr': 'SG', 'stateAbbr': 'KS', 'fiveStarPlus': False}",,2026-02-02T20:58:04.725144
Carter Smith,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 86.94972826086956, 'consensusStars': 3, 'consensusNationalRank': 672, 'consensusPositionRank': 45, 'consensusStateRank': 19, 'key': 78739, 'rating': 86.94972826086956, 'stars': 3, 'nationalRank': 672, 'positionRank': 45, 'stateRank': 19, 'positionAbbr': 'OT', 'stateAbbr': 'OH', 'fiveStarPlus': False}",,2026-02-02T20:58:04.725178
Chris Cenac,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 99.32983870967742, 'consensusStars': 5, 'consensusNationalRank': 6, 'consensusPositionRank': 3, 'consensusStateRank': 1, 'key': 111344, 'rating': 99.32983870967742, 'stars': 5, 'nationalRank': 6, 'positionRank': 3, 'stateRank': 1, 'positionAbbr': 'PF', 'stateAbbr': 'MO', 'fiveStarPlus': True}",,2026-02-02T20:58:04.725207
PJ Haggerty,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 89.2578804347826, 'consensusStars': 3, 'consensusNationalRank': 151, 'consensusPositionRank': 23, 'consensusStateRank': 14, 'key': 71298, 'rating': 89.2578804347826, 'stars': 3, 'nationalRank': 151, 'positionRank': 23, 'stateRank': 14, 'positionAbbr': 'CG', 'stateAbbr': 'TX', 'fiveStarPlus': False}",,2026-02-02T20:58:04.725246
Mikel Brown Jr.,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 99.00403225806453, 'consensusStars': 5, 'consensusNationalRank': 7, 'consensusPositionRank': 1, 'consensusStateRank': 2, 'key': 101130, 'rating': 99.00403225806453, 'stars': 5, 'nationalRank': 7, 'positionRank': 1, 'stateRank': 2, 'positionAbbr': 'PG', 'stateAbbr': 'FL', 'fiveStarPlus': True}",,2026-02-02T20:58:04.725287
Drew Allar,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 97.14654628330996, 'consensusStars': 5, 'consensusNationalRank': 28, 'consensusPositionRank': 3, 'consensusStateRank': 3, 'key': 77521, 'rating': 97.14654628330996, 'stars': 5, 'nationalRank': 28, 'positionRank': 3, 'stateRank': 3, 'positionAbbr': 'QB', 'stateAbbr': 'OH', 'fiveStarPlus': False}",,2026-02-02T20:58:04.725322
Deron Rippey Jr.,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 98.43870967741935, 'consensusStars': 5, 'consensusNationalRank': 8, 'consensusPositionRank': 2, 'consensusStateRank': 1, 'key': 112708, 'rating': 98.43870967741935, 'stars': 5, 'nationalRank': 8, 'positionRank': 2, 'stateRank': 1, 'positionAbbr': 'PG', 'stateAbbr': 'NJ', 'fiveStarPlus': True}",,2026-02-02T20:58:04.725358
Cayden Green,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 94.38532608695652, 'consensusStars': 4, 'consensusNationalRank': 95, 'consensusPositionRank': 8, 'consensusStateRank': 3, 'key': 2420, 'rating': 94.38532608695652, 'stars': 4, 'nationalRank': 95, 'positionRank': 8, 'stateRank': 3, 'positionAbbr': 'OT', 'stateAbbr': 'MO', 'fiveStarPlus': False}",,2026-02-02T20:58:04.725405
Hansel Enmanuel,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 83, 'consensusStars': 3, 'consensusNationalRank': 267, 'consensusPositionRank': 32, 'consensusStateRank': 27, 'key': 86569, 'rating': 83, 'stars': 3, 'nationalRank': 267, 'positionRank': 32, 'stateRank': 27, 'positionAbbr': 'CG', 'stateAbbr': 'FL', 'fiveStarPlus': False}",,2026-02-02T20:58:04.725442
Kai Trump,Unknown,Unknown,0,,,,,,,,,,,,,,2026-02-02T20:58:04.725473
Jacarrius Peak,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 89.05815217391304, 'consensusStars': 4, 'consensusNationalRank': 392, 'consensusPositionRank': 22, 'consensusStateRank': 38, 'key': 78404, 'rating': 89.05815217391304, 'stars': 4, 'nationalRank': 392, 'positionRank': 22, 'stateRank': 38, 'positionAbbr': 'OT', 'stateAbbr': 'GA', 'fiveStarPlus': False}",,2026-02-02T20:58:04.725508
DJ Lagway,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 99.2258870967742, 'consensusStars': 5, 'consensusNationalRank': 3, 'consensusPositionRank': 1, 'consensusStateRank': 1, 'key': 103700, 'rating': 99.2258870967742, 'stars': 5, 'nationalRank': 3, 'positionRank': 1, 'stateRank': 1, 'positionAbbr': 'QB', 'stateAbbr': 'TX', 'fiveStarPlus': True}",,2026-02-02T20:58:04.725543
Matayo Uiagalelei,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 96.57343969144462, 'consensusStars': 4, 'consensusNationalRank': 40, 'consensusPositionRank': 5, 'consensusStateRank': 5, 'key': 2445, 'rating': 96.57343969144462, 'stars': 4, 'nationalRank': 40, 'positionRank': 5, 'stateRank': 5, 'positionAbbr': 'DL', 'stateAbbr': 'CA', 'fiveStarPlus': False}",,2026-02-02T20:58:04.725584
Tyler Tanner,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 83.70380434782608, 'consensusStars': 3, 'consensusNationalRank': 256, 'consensusPositionRank': 41, 'consensusStateRank': 1, 'key': 111229, 'rating': 83.70380434782608, 'stars': 3, 'nationalRank': 256, 'positionRank': 41, 'stateRank': 1, 'positionAbbr': 'PG', 'stateAbbr': 'TN', 'fiveStarPlus': False}",,2026-02-02T20:58:04.725619
Immanuel Iheanacho,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 98.32043010752689, 'consensusStars': 5, 'consensusNationalRank': 7, 'consensusPositionRank': 2, 'consensusStateRank': 2, 'key': 121188, 'rating': 98.32043010752689, 'stars': 5, 'nationalRank': 7, 'positionRank': 2, 'stateRank': 2, 'positionAbbr': 'OT', 'stateAbbr': 'MD', 'fiveStarPlus': True}",,2026-02-02T20:58:04.725664
Demond Williams Jr.,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 91.83842391304348, 'consensusStars': 4, 'consensusNationalRank': 206, 'consensusPositionRank': 13, 'consensusStateRank': 4, 'key': 125755, 'rating': 91.83842391304348, 'stars': 4, 'nationalRank': 206, 'positionRank': 13, 'stateRank': 4, 'positionAbbr': 'QB', 'stateAbbr': 'AZ', 'fiveStarPlus': False}",,2026-02-02T20:58:04.725717
Jordan Smith Jr.,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 98.65698924731183, 'consensusStars': 5, 'consensusNationalRank': 3, 'consensusPositionRank': 1, 'consensusStateRank': 1, 'key': 111815, 'rating': 98.65698924731183, 'stars': 5, 'nationalRank': 3, 'positionRank': 1, 'stateRank': 1, 'positionAbbr': 'SG', 'stateAbbr': 'VA', 'fiveStarPlus': True}",,2026-02-02T20:58:04.725758
Koa Peat,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 98.76169354838709, 'consensusStars': 5, 'consensusNationalRank': 8, 'consensusPositionRank': 4, 'consensusStateRank': 1, 'key': 101120, 'rating': 98.76169354838709, 'stars': 5, 'nationalRank': 8, 'positionRank': 4, 'stateRank': 1, 'positionAbbr': 'PF', 'stateAbbr': 'AZ', 'fiveStarPlus': True}",,2026-02-02T20:58:04.725800
Bruce Thornton,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 94.86174465733235, 'consensusStars': 4, 'consensusNationalRank': 58, 'consensusPositionRank': 9, 'consensusStateRank': 2, 'key': 71432, 'rating': 94.86174465733235, 'stars': 4, 'nationalRank': 58, 'positionRank': 9, 'stateRank': 2, 'positionAbbr': 'PG', 'stateAbbr': 'GA', 'fiveStarPlus': False}",,2026-02-02T20:58:04.725843
Julian Lewis,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 95.89444424964938, 'consensusStars': 4, 'consensusNationalRank': 56, 'consensusPositionRank': 7, 'consensusStateRank': 7, 'key': 119033, 'rating': 95.89444424964938, 'stars': 4, 'nationalRank': 56, 'positionRank': 7, 'stateRank': 7, 'positionAbbr': 'QB', 'stateAbbr': 'GA', 'fiveStarPlus': False}",,2026-02-02T20:58:04.725879
Ahmad Hardy,Unknown,Unknown,0,,,,,,,,,,,,,,2026-02-02T20:58:04.725915
Marcel Reed,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 90.06820652173914, 'consensusStars': 4, 'consensusNationalRank': 329, 'consensusPositionRank': 20, 'consensusStateRank': 7, 'key': 2407, 'rating': 90.06820652173914, 'stars': 4, 'nationalRank': 329, 'positionRank': 20, 'stateRank': 7, 'positionAbbr': 'QB', 'stateAbbr': 'TN', 'fiveStarPlus': False}",,2026-02-02T20:58:04.725945
Kiyan Anthony,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 96.10206545510734, 'consensusStars': 4, 'consensusNationalRank': 33, 'consensusPositionRank': 11, 'consensusStateRank': 1, 'key': 101624, 'rating': 96.10206545510734, 'stars': 4, 'nationalRank': 33, 'positionRank': 11, 'stateRank': 1, 'positionAbbr': 'SG', 'stateAbbr': 'NY', 'fiveStarPlus': False}",,2026-02-02T20:58:04.725980
Anthonie Knapp,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 90.70885869565218, 'consensusStars': 4, 'consensusNationalRank': 271, 'consensusPositionRank': 19, 'consensusStateRank': 33, 'key': 108396, 'rating': 90.70885869565218, 'stars': 4, 'nationalRank': 271, 'positionRank': 19, 'stateRank': 33, 'positionAbbr': 'IOL', 'stateAbbr': 'GA', 'fiveStarPlus': False}",,2026-02-02T20:58:04.726017
Darius Acuff,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 98.74798387096773, 'consensusStars': 5, 'consensusNationalRank': 9, 'consensusPositionRank': 2, 'consensusStateRank': 3, 'key': 111346, 'rating': 98.74798387096773, 'stars': 5, 'nationalRank': 9, 'positionRank': 2, 'stateRank': 3, 'positionAbbr': 'PG', 'stateAbbr': 'FL', 'fiveStarPlus': False}",,2026-02-02T20:58:04.726057
Bryson Howard,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 98.34032258064518, 'consensusStars': 5, 'consensusNationalRank': 9, 'consensusPositionRank': 3, 'consensusStateRank': 1, 'key': 135834, 'rating': 98.34032258064518, 'stars': 5, 'nationalRank': 9, 'positionRank': 3, 'stateRank': 1, 'positionAbbr': 'SG', 'stateAbbr': 'TX', 'fiveStarPlus': True}",,2026-02-02T20:58:04.726098
Cutter Boley,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 89.53152173913044, 'consensusStars': 4, 'consensusNationalRank': 389, 'consensusPositionRank': 25, 'consensusStateRank': 3, 'key': 110949, 'rating': 89.53152173913044, 'stars': 4, 'nationalRank': 389, 'positionRank': 25, 'stateRank': 3, 'positionAbbr': 'QB', 'stateAbbr': 'KY', 'fiveStarPlus': False}",,2026-02-02T20:58:04.726145
Luke Wafle,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 98.84408602150538, 'consensusStars': 5, 'consensusNationalRank': 5, 'consensusPositionRank': 1, 'consensusStateRank': 1, 'key': 121654, 'rating': 98.84408602150538, 'stars': 5, 'nationalRank': 5, 'positionRank': 1, 'stateRank': 1, 'positionAbbr': 'EDGE', 'stateAbbr': 'NJ', 'fiveStarPlus': True}",,2026-02-02T20:58:04.726189
Felix Ojo,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 96.90287517531557, 'consensusStars': 5, 'consensusNationalRank': 29, 'consensusPositionRank': 4, 'consensusStateRank': 2, 'key': 121600, 'rating': 96.90287517531557, 'stars': 5, 'nationalRank': 29, 'positionRank': 4, 'stateRank': 2, 'positionAbbr': 'OT', 'stateAbbr': 'TX', 'fiveStarPlus': False}",,2026-02-02T20:58:04.726232
Beau Pribula,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 88.5, 'consensusStars': 3, 'consensusNationalRank': 461, 'consensusPositionRank': 26, 'consensusStateRank': 13, 'key': 77373, 'rating': 88.5, 'stars': 3, 'nationalRank': 461, 'positionRank': 26, 'stateRank': 13, 'positionAbbr': 'QB', 'stateAbbr': 'PA', 'fiveStarPlus': False}",,2026-02-02T20:58:04.726277
Baba Oladotun,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 98.27795698924731, 'consensusStars': 5, 'consensusNationalRank': 12, 'consensusPositionRank': 5, 'consensusStateRank': 1, 'key': 137050, 'rating': 98.27795698924731, 'stars': 5, 'nationalRank': 12, 'positionRank': 5, 'stateRank': 1, 'positionAbbr': 'SF', 'stateAbbr': 'MD', 'fiveStarPlus': False}",,2026-02-02T20:58:04.726322
Dia Bell,Unknown,Unknown,0,,,,,,,,,,,,"{'consensusRating': 97.89128097241704, 'consensusStars': 5, 'consensusNationalRank': 16, 'consensusPositionRank': 4, 'consensusStateRank': 1, 'key': 112305, 'rating': 97.89128097241704, 'stars': 5, 'nationalRank': 16, 'positionRank': 4, 'stateRank': 1, 'positionAbbr': 'QB', 'stateAbbr': 'FL', 'fiveStarPlus': False}",,2026-02-02T20:58:04.726375
