espn_id,name,first_name,last_name,position,jersey,height,weight,class_year,team,team_id,headshot_url,profile_url
5152599,Ryan Steinbrink,Ryan,Steinbrink,OL,76,"6' 4""",295.0,Junior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5152599.png,https://www.espn.com/college-football/player/_/id/5152599
5298843,Michael Stevenson,Michael,Stevenson,TE,80,"6' 5""",240.0,Freshman,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5298843.png,https://www.espn.com/college-football/player/_/id/5298843
5152600,Reed Swanson,Reed,Swanson,WR,0,"6' 6""",215.0,Junior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5152600.png,https://www.espn.com/college-football/player/_/id/5152600
5085955,Dave Thomson,Dave,Thomson,TE,90,"6' 6""",250.0,Senior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5085955.png,https://www.espn.com/college-football/player/_/id/5085955
4878924,Ethan Tyla,Ethan,Tyla,OL,71,"6' 3""",300.0,Senior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/4878924.png,https://www.espn.com/college-football/player/_/id/4878924
5298845,Will Virgilio,Will,Virgilio,WR,86,"6' 1""",180.0,Freshman,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5298845.png,https://www.espn.com/college-football/player/_/id/5298845
5225493,Andy Voisinet,Andy,Voisinet,OL,64,"6' 5""",290.0,Sophomore,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5225493.png,https://www.espn.com/college-football/player/_/id/5225493
5152601,Chuck Volans,Chuck,Volans,TE,85,"6' 4""",245.0,Junior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5152601.png,https://www.espn.com/college-football/player/_/id/5152601
5085959,Max Walters,Max,Walters,WR,84,"6' 0""",180.0,Senior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5085959.png,https://www.espn.com/college-football/player/_/id/5085959
5225492,Dominic Moe Werner,Dominic Moe,Werner,OL,61,"6' 6""",285.0,Sophomore,Colgate Raiders,2142,,https://www.espn.com/college-football/player/_/id/5225492
5152580,Kaleb Alexander,Kaleb,Alexander,DB,8,"6' 0""",170.0,Junior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5152580.png,https://www.espn.com/college-football/player/_/id/5152580
5225483,Reece Allan,Reece,Allan,DB,23,"6' 3""",200.0,Sophomore,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5225483.png,https://www.espn.com/college-football/player/_/id/5225483
5298851,Jaylon Brown,Jaylon,Brown,DL,99,"6' 4""",250.0,Freshman,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5298851.png,https://www.espn.com/college-football/player/_/id/5298851
5225487,Reid Burke,Reid,Burke,DB,41,"5' 10""",190.0,Sophomore,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5225487.png,https://www.espn.com/college-football/player/_/id/5225487
5225505,Adam DeSantis,Adam,DeSantis,DL,96,"6' 3""",265.0,Sophomore,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5225505.png,https://www.espn.com/college-football/player/_/id/5225505
5225503,Paul-Marie Dogui,Paul-Marie,Dogui,LB,34,"6' 2""",220.0,Sophomore,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5225503.png,https://www.espn.com/college-football/player/_/id/5225503
5298835,Jordan Edgecomb,Jordan,Edgecomb,LB,54,"6' 2""",215.0,Freshman,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5298835.png,https://www.espn.com/college-football/player/_/id/5298835
5298847,Martin Geary,Martin,Geary,DL,91,"6' 3""",290.0,Freshman,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5298847.png,https://www.espn.com/college-football/player/_/id/5298847
5152587,Griffin Gentner,Griffin,Gentner,DB,26,"6' 0""",180.0,Junior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5152587.png,https://www.espn.com/college-football/player/_/id/5152587
4876668,Elijah Hamilton,Elijah,Hamilton,LB,55,"6' 1""",225.0,Senior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/4876668.png,https://www.espn.com/college-football/player/_/id/4876668
5225491,Payton Hawkins,Payton,Hawkins,DL,57,"6' 3""",265.0,Sophomore,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5225491.png,https://www.espn.com/college-football/player/_/id/5225491
5225477,JJ Johnson,JJ,Johnson,DB,16,"6' 1""",186.0,Sophomore,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5225477.png,https://www.espn.com/college-football/player/_/id/5225477
5225475,Taytum Johnson,Taytum,Johnson,DB,3,"5' 10""",180.0,Sophomore,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5225475.png,https://www.espn.com/college-football/player/_/id/5225475
5225485,Zach Jones,Zach,Jones,LB,38,"6' 2""",215.0,Sophomore,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5225485.png,https://www.espn.com/college-football/player/_/id/5225485
5225504,Joe Kelly,Joe,Kelly,DL,94,"6' 2""",290.0,Sophomore,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5225504.png,https://www.espn.com/college-football/player/_/id/5225504
5085947,Andrew Khalife,Andrew,Khalife,LB,47,"6' 2""",215.0,Senior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5085947.png,https://www.espn.com/college-football/player/_/id/5085947
5298831,Jeb Koetting,Jeb,Koetting,LB,43,"6' 2""",225.0,Freshman,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5298831.png,https://www.espn.com/college-football/player/_/id/5298831
5085951,Zaven Koltookian,Zaven,Koltookian,DL,49,"6' 5""",250.0,Senior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5085951.png,https://www.espn.com/college-football/player/_/id/5085951
5225479,Kenny Langston,Kenny,Langston,DB,22,"6' 0""",200.0,Sophomore,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5225479.png,https://www.espn.com/college-football/player/_/id/5225479
5085943,Justin Lawrence,Justin,Lawrence,DB,11,"6' 1""",195.0,Senior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5085943.png,https://www.espn.com/college-football/player/_/id/5085943
5225486,Christian Magliacano,Christian,Magliacano,LB,39,"6' 2""",215.0,Sophomore,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5225486.png,https://www.espn.com/college-football/player/_/id/5225486
5298827,Kyle Messina,Kyle,Messina,DB,33,"6' 1""",195.0,Freshman,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5298827.png,https://www.espn.com/college-football/player/_/id/5298827
5298832,Hal Niendorff,Hal,Niendorff,DB,46,"6' 0""",180.0,Freshman,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5298832.png,https://www.espn.com/college-football/player/_/id/5298832
5085953,Danny Norocea,Danny,Norocea,DL,56,"6' 3""",275.0,Senior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5085953.png,https://www.espn.com/college-football/player/_/id/5085953
5298833,Declan Norton,Declan,Norton,LB,50,"6' 2""",215.0,Freshman,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5298833.png,https://www.espn.com/college-football/player/_/id/5298833
5298849,Preston Olofson,Preston,Olofson,DL,97,"6' 4""",260.0,Freshman,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5298849.png,https://www.espn.com/college-football/player/_/id/5298849
5225488,Noah Pfafflin,Noah,Pfafflin,LB,45,"6' 2""",220.0,Sophomore,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5225488.png,https://www.espn.com/college-football/player/_/id/5225488
5230741,Connor Phelps,Connor,Phelps,LB,35,"6' 2""",225.0,Sophomore,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5230741.png,https://www.espn.com/college-football/player/_/id/5230741
5085949,Dane Picariello,Dane,Picariello,LB,32,"6' 3""",245.0,Senior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5085949.png,https://www.espn.com/college-football/player/_/id/5085949
5298830,Penn Picton,Penn,Picton,LB,42,"6' 2""",210.0,Freshman,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5298830.png,https://www.espn.com/college-football/player/_/id/5298830
5152590,Trooper Price,Trooper,Price,LB,18,"6' 2""",230.0,Junior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5152590.png,https://www.espn.com/college-football/player/_/id/5152590
5085964,Caleb Procaccini,Caleb,Procaccini,LB,58,"6' 1""",235.0,Senior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5085964.png,https://www.espn.com/college-football/player/_/id/5085964
5085944,Brian Rawls Jr.,Brian,Rawls Jr.,DB,13,"6' 0""",185.0,Senior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5085944.png,https://www.espn.com/college-football/player/_/id/5085944
5298838,Dawson Rodd,Dawson,Rodd,DL,65,"6' 2""",300.0,Freshman,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5298838.png,https://www.espn.com/college-football/player/_/id/5298838
5298828,Antwaune Rodgers,Antwaune,Rodgers,DB,36,"6' 0""",180.0,Freshman,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5298828.png,https://www.espn.com/college-football/player/_/id/5298828
5225482,Connor Rowlison,Connor,Rowlison,DB,29,"6' 1""",205.0,Sophomore,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5225482.png,https://www.espn.com/college-football/player/_/id/5225482
5085945,Taitwoine Sanders,Taitwoine,Sanders,DB,17,"6' 0""",185.0,Senior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5085945.png,https://www.espn.com/college-football/player/_/id/5085945
5152588,Josh Stinespring,Josh,Stinespring,DB,31,"6' 0""",185.0,Junior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5152588.png,https://www.espn.com/college-football/player/_/id/5152588
5225495,Philip Tabasso,Philip,Tabasso,DL,69,"6' 2""",295.0,Sophomore,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5225495.png,https://www.espn.com/college-football/player/_/id/5225495
5152592,Justin Tedim,Justin,Tedim,DL,44,"6' 3""",220.0,Junior,Colgate Raiders,2142,,https://www.espn.com/college-football/player/_/id/5152592
5298834,Cole Toddings,Cole,Toddings,LB,51,"6' 2""",225.0,Freshman,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5298834.png,https://www.espn.com/college-football/player/_/id/5298834
5152582,Justyn Toler,Justyn,Toler,DB,10,"6' 2""",190.0,Junior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5152582.png,https://www.espn.com/college-football/player/_/id/5152582
5298850,Bryce Wheeler,Bryce,Wheeler,DL,98,"6' 3""",280.0,Freshman,Colgate Raiders,2142,,https://www.espn.com/college-football/player/_/id/5298850
5108223,Brock Winsett,Brock,Winsett,DL,92,"6' 4""",240.0,Junior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5108223.png,https://www.espn.com/college-football/player/_/id/5108223
5152579,Tymir Wynn,Tymir,Wynn,DB,6,"6' 0""",185.0,Junior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5152579.png,https://www.espn.com/college-football/player/_/id/5152579
5298848,Grant Argiro,Grant,Argiro,PK,93,"6' 2""",200.0,Freshman,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5298848.png,https://www.espn.com/college-football/player/_/id/5298848
5152593,Patrick Cramer,Patrick,Cramer,LS,53,"6' 2""",215.0,Junior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5152593.png,https://www.espn.com/college-football/player/_/id/5152593
5298829,Will Dodds,Will,Dodds,LS,40,"6' 2""",200.0,Freshman,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5298829.png,https://www.espn.com/college-football/player/_/id/5298829
5225484,Tyler Fontenot,Tyler,Fontenot,PK,37,"6' 2""",190.0,Sophomore,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5225484.png,https://www.espn.com/college-football/player/_/id/5225484
5085952,Terry Mowrey,Terry,Mowrey,LS,52,"6' 0""",220.0,Senior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5085952.png,https://www.espn.com/college-football/player/_/id/5085952
5152603,Luke Vogeler,Luke,Vogeler,PK,95,"6' 3""",200.0,Junior,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5152603.png,https://www.espn.com/college-football/player/_/id/5152603
5225490,Carson Wilkie,Carson,Wilkie,PK,48,"5' 10""",180.0,Sophomore,Colgate Raiders,2142,https://a.espncdn.com/i/headshots/college-football/players/full/5225490.png,https://www.espn.com/college-football/player/_/id/5225490
5082664,Colton Allen,Colton,Allen,QB,14,"6' 3""",210.0,Junior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5082664.png,https://www.espn.com/college-football/player/_/id/5082664
5220745,Walker Andersen,Walker,Andersen,OL,73,"6' 5""",290.0,Freshman,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5220745.png,https://www.espn.com/college-football/player/_/id/5220745
5259971,Zach Atkins,Zach,Atkins,TE,85,"6' 4""",240.0,Junior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5259971.png,https://www.espn.com/college-football/player/_/id/5259971
5212950,Yahya Attia,Yahya,Attia,G,59,"6' 4""",340.0,Freshman,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5212950.png,https://www.espn.com/college-football/player/_/id/5212950
5221293,Tagert Bardin,Tagert,Bardin,WR,32,"6' 0""",160.0,Sophomore,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5221293.png,https://www.espn.com/college-football/player/_/id/5221293
5230274,Titus Bautista,Titus,Bautista,RB,34,"5' 10""",200.0,Freshman,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5230274.png,https://www.espn.com/college-football/player/_/id/5230274
4568687,Sincere Brown,Sincere,Brown,WR,9,"6' 5""",190.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4568687.png,https://www.espn.com/college-football/player/_/id/4568687
4575746,Tyler Brown,Tyler,Brown,G,56,"6' 3""",325.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4575746.png,https://www.espn.com/college-football/player/_/id/4575746
5221298,Ronald Coleman,Ronald,Coleman,WR,45,"5' 9""",160.0,Sophomore,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5221298.png,https://www.espn.com/college-football/player/_/id/5221298
5084938,Zylon Crisler,Zylon,Crisler,OL,72,"6' 7""",340.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5084938.png,https://www.espn.com/college-football/player/_/id/5084938
5160060,Aiden DeCorte,Aiden,DeCorte,OL,,"6' 0""",300.0,Sophomore,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5160060.png,https://www.espn.com/college-football/player/_/id/5160060
5215361,Zayne Desouza,Zayne,Desouza,TE,83,"6' 6""",260.0,Freshman,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5215361.png,https://www.espn.com/college-football/player/_/id/5215361
5141445,Quanell Farrakhan Jr.,Quanell,Farrakhan Jr.,WR,14,"6' 1""",180.0,Freshman,Colorado Buffaloes,38,,https://www.espn.com/college-football/player/_/id/5141445
5310447,Cole Gaddis,Cole,Gaddis,RB,44,"6' 0""",200.0,Freshman,Colorado Buffaloes,38,,https://www.espn.com/college-football/player/_/id/5310447
5239157,Quentin Gibson,Quentin,Gibson,WR,15,"5' 9""",155.0,Freshman,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5239157.png,https://www.espn.com/college-football/player/_/id/5239157
5141477,Chauncey Gooden,Chauncey,Gooden,OL,51,"6' 3""",380.0,Freshman,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5141477.png,https://www.espn.com/college-football/player/_/id/5141477
5157080,Kareem Harden,Kareem,Harden,G,55,"6' 5""",330.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5157080.png,https://www.espn.com/college-football/player/_/id/5157080
4870710,Isaiah Hardge,Isaiah,Hardge,WR,17,"5' 10""",165.0,Sophomore,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4870710.png,https://www.espn.com/college-football/player/_/id/4870710
4698727,Dallan Hayden,Dallan,Hayden,RB,7,"5' 10""",205.0,Junior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4698727.png,https://www.espn.com/college-football/player/_/id/4698727
4890060,Jack Hestera,Jack,Hestera,WR,81,"6' 0""",185.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4890060.png,https://www.espn.com/college-football/player/_/id/4890060
4431133,Xavier Hill,Xavier,Hill,OL,71,"6' 4""",320.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4431133.png,https://www.espn.com/college-football/player/_/id/4431133
5082038,Phillip Houston,Phillip,Houston,OT,54,"6' 5""",290.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5082038.png,https://www.espn.com/college-football/player/_/id/5082038
5150448,Larry Johnson III,Larry,Johnson III,OL,53,"6' 7""",350.0,Junior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5150448.png,https://www.espn.com/college-football/player/_/id/5150448
5082663,Brady Kopetz,Brady,Kopetz,TE,86,"6' 4""",270.0,Junior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5082663.png,https://www.espn.com/college-football/player/_/id/5082663
5210723,Corbin Laisure,Corbin,Laisure,TE,88,"6' 5""",250.0,Freshman,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5210723.png,https://www.espn.com/college-football/player/_/id/5210723
5159016,Julian Lewis,Julian,Lewis,QB,10,"6' 1""",190.0,Freshman,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5159016.png,https://www.espn.com/college-football/player/_/id/5159016
5085033,Cooper Lovelace,Cooper,Lovelace,OL,70,"6' 5""",315.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5085033.png,https://www.espn.com/college-football/player/_/id/5085033
5157074,Gavin Marsh,Gavin,Marsh,WR,47,"6' 0""",180.0,Sophomore,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5157074.png,https://www.espn.com/college-football/player/_/id/5157074
5157068,Kaleb Mathis,Kaleb,Mathis,WR,13,"5' 9""",155.0,Sophomore,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5157068.png,https://www.espn.com/college-football/player/_/id/5157068
5082492,Zarian McGill,Zarian,McGill,OL,58,"6' 2""",320.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5082492.png,https://www.espn.com/college-football/player/_/id/5082492
5079536,Kam Mikell,Kam,Mikell,WR,18,"6' 1""",195.0,Freshman,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5079536.png,https://www.espn.com/college-football/player/_/id/5079536
5079612,Dre'lon Miller,Dre'lon,Miller,WR,6,"6' 1""",200.0,Sophomore,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5079612.png,https://www.espn.com/college-football/player/_/id/5079612
4870850,Omarion Miller,Omarion,Miller,WR,4,"6' 2""",210.0,Junior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4870850.png,https://www.espn.com/college-football/player/_/id/4870850
4875282,Charlie Offerdahl,Charlie,Offerdahl,RB,44,"5' 11""",190.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4875282.png,https://www.espn.com/college-football/player/_/id/4875282
4692682,Aki Ogunbiyi,Aki,Ogunbiyi,OL,74,"6' 4""",340.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4692682.png,https://www.espn.com/college-football/player/_/id/4692682
5163532,Dominiq Ponder,Dominiq,Ponder,QB,22,"6' 5""",200.0,Sophomore,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5163532.png,https://www.espn.com/college-football/player/_/id/5163532
4684421,Simeon Price,Simeon,Price,RB,26,"6' 0""",215.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4684421.png,https://www.espn.com/college-football/player/_/id/4684421
4685714,Andre Roye Jr.,Andre,Roye Jr.,OL,52,"6' 6""",295.0,Junior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4685714.png,https://www.espn.com/college-football/player/_/id/4685714
4432803,Kaidon Salter,Kaidon,Salter,QB,3,"6' 1""",190.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4432803.png,https://www.espn.com/college-football/player/_/id/4432803
5085191,Christian Sarem,Christian,Sarem,RB,48,"6' 2""",220.0,Junior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5085191.png,https://www.espn.com/college-football/player/_/id/5085191
5079682,Jordan Seaton,Jordan,Seaton,OT,77,"6' 5""",330.0,Sophomore,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5079682.png,https://www.espn.com/college-football/player/_/id/5079682
4428997,Sav'ell Smalls,Sav'ell,Smalls,TE,31,"6' 3""",265.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4428997.png,https://www.espn.com/college-football/player/_/id/4428997
5179199,Carde Smith,Carde,Smith,OL,65,"6' 5""",300.0,Freshman,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5179199.png,https://www.espn.com/college-football/player/_/id/5179199
4917093,Ryan Staub,Ryan,Staub,QB,16,"6' 1""",200.0,Sophomore,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4917093.png,https://www.espn.com/college-football/player/_/id/4917093
5295617,Hudson Steber,Hudson,Steber,OL,78,"6' 3""",270.0,Freshman,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5295617.png,https://www.espn.com/college-football/player/_/id/5295617
4608673,Mana Taimani,Mana,Taimani,OL,57,"6' 5""",340.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4608673.png,https://www.espn.com/college-football/player/_/id/4608673
5096878,Dekalon Taylor,Dekalon,Taylor,RB,20,"5' 9""",165.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5096878.png,https://www.espn.com/college-football/player/_/id/5096878
4892983,Terrell Timmons Jr.,Terrell,Timmons Jr.,WR,82,"6' 2""",185.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4892983.png,https://www.espn.com/college-football/player/_/id/4892983
5310446,Leonardo Valle,Leonardo,Valle,RB,37,"6' 1""",210.0,Freshman,Colorado Buffaloes,38,,https://www.espn.com/college-football/player/_/id/5310446
5079626,Micah Welch,Micah,Welch,RB,29,"5' 9""",215.0,Sophomore,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5079626.png,https://www.espn.com/college-football/player/_/id/5079626
5192952,Anquin Barnes Jr.,Anquin,Barnes Jr.,DT,92,"6' 5""",340.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5192952.png,https://www.espn.com/college-football/player/_/id/5192952
5295613,TJ Branch,TJ,Branch,S,22,"6' 3""",170.0,Freshman,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5295613.png,https://www.espn.com/college-football/player/_/id/5295613
4684373,Jeremiah Brown,Jeremiah,Brown,LB,42,"6' 2""",235.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4684373.png,https://www.espn.com/college-football/player/_/id/4684373
4923053,Tawfiq Byard,Tawfiq,Byard,S,9,"6' 1""",195.0,Sophomore,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4923053.png,https://www.espn.com/college-football/player/_/id/4923053
5295614,Kyle Carpenter,Kyle,Carpenter,CB,25,"6' 3""",200.0,Freshman,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5295614.png,https://www.espn.com/college-football/player/_/id/5295614
4567189,Taurean Carter II,Taurean,Carter II,DT,90,"6' 3""",280.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4567189.png,https://www.espn.com/college-football/player/_/id/4567189
5082626,Tavian Coleman,Tavian,Coleman,DT,94,"6' 1""",300.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5082626.png,https://www.espn.com/college-football/player/_/id/5082626
5152198,Tyrecus Davis,Tyrecus,Davis,CB,9,"5' 10""",190.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5152198.png,https://www.espn.com/college-football/player/_/id/5152198
5079398,Brandon Davis-Swain,Brandon,Davis-Swain,DE,91,"6' 4""",290.0,Freshman,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5079398.png,https://www.espn.com/college-football/player/_/id/5079398
4901008,Ben Finneseth,Ben,Finneseth,S,28,"6' 2""",205.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4901008.png,https://www.espn.com/college-football/player/_/id/4901008
4429778,Martavius French,Martavius,French,LB,37,"6' 2""",225.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4429778.png,https://www.espn.com/college-football/player/_/id/4429778
5221301,Gage Goldberg,Gage,Goldberg,LB,55,"6' 0""",230.0,Freshman,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5221301.png,https://www.espn.com/college-football/player/_/id/5221301
5081718,Preston Hodge,Preston,Hodge,CB,4,"6' 0""",200.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5081718.png,https://www.espn.com/college-football/player/_/id/5081718
5148602,Christian Hudson,Christian,Hudson,DT,97,"6' 1""",300.0,Freshman,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5148602.png,https://www.espn.com/college-football/player/_/id/5148602
4869598,Reginald Hughes,Reginald,Hughes,LB,50,"6' 2""",225.0,Senior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/4869598.png,https://www.espn.com/college-football/player/_/id/4869598
5221291,RJ Johnson,RJ,Johnson,CB,5,"6' 2""",185.0,Junior,Colorado Buffaloes,38,https://a.espncdn.com/i/headshots/college-football/players/full/5221291.png,https://www.espn.com/college-football/player/_/id/5221291
