player_name,position,school,conference,custom_nil_value,nil_tier,valuation_confidence,performance_value,market_value,potential_value,passing_yards,passing_tds,rushing_yards,rushing_tds,receiving_yards,receiving_tds,tackles,sacks,interceptions,recruiting_stars,national_rank
Laden Beckwith,WR,Charleston Southern,Big South-OVC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0,9999.0
James Roberson,WR,Air Force,Mountain West,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0,9999.0
James Tyre,WR,Western Carolina,Southern,60000,moderate,low,75000.0,60000.0,0.0,61.0,1.0,62.0,1.0,832.0,11.0,0.0,0.0,0.0,0,9999.0
Noah Gregg,WR,North Alabama,UAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,246.0,4.0,0.0,0.0,0.0,0,9999.0
Zay Perkins,WR,Towson,CAA,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,207.0,1.0,1.0,0.0,0.0,0,9999.0
Aaron Okoro,WR,Cal Poly,Big Sky,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0,9999.0
Aaron Rogers,WR,Alabama A&M,SWAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Zayden Davis,WR,Wagner,NEC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,9999.0
K'Adrian McLee,WR,Cornell,Ivy,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0,9999.0
Tim Grear Jr.,WR,Akron,Mid-American,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,178.0,1.0,0.0,0.0,0.0,0,9999.0
Reed Swanson,WR,Colgate,Patriot,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,-8.0,0.0,939.0,8.0,0.0,0.0,0.0,0,9999.0
Chedon James,WR,Incarnate Word,Southland,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,494.0,4.0,0.0,0.0,0.0,0,9999.0
Chet Yardley,WR,Butler,Pioneer,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,9.0,0.0,88.0,0.0,0.0,0.0,0.0,0,9999.0
Chief Montalvo,WR,Colgate,Patriot,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,9999.0
Chaz Davis,WR,Mercyhurst,NEC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,9999.0
Shamontae Burgess,WR,South Carolina State,MEAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,6.0,0.0,103.0,1.0,0.0,0.0,0.0,0,9999.0
Shandon King,WR,North Texas,American Athletic,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0,9999.0
Shane Carr,WR,Southern Utah,UAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,655.0,3.0,0.0,0.0,0.0,0,9999.0
Jackson Harper,WR,UConn,FBS Independents,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,0.0,0.0,0.0,0,9999.0
Jackson House,WR,Eastern Kentucky,UAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,4.0,0.0,0.0,0,9999.0
Gianni Rossitto,WR,Maine,CAA,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,145.0,1.0,1.0,0.0,0.0,0,9999.0
Rashawn Cunningham,WR,Charleston Southern,Big South-OVC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,628.0,7.0,0.0,0.0,0.0,0,9999.0
Keith Jones,WR,Grambling,SWAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,438.0,4.0,0.0,0.0,0.0,0,9999.0
Keivin Boone-Nelson II,WR,Western Michigan,Mid-American,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9999.0
Antonio Hunter,WR,Howard,MEAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,10.0,0.0,275.0,0.0,0.0,0.0,0.0,0,9999.0
Antonio Jones,WR,Temple,American Athletic,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,9999.0
Jonathan Harris,WR,McNeese,Southland,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,11.0,0.0,297.0,5.0,0.0,0.0,0.0,0,9999.0
Jon Montiero,WR,Liberty,Conference USA,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0,9999.0
Jonah Burton,WR,Idaho State,Big Sky,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,15.0,0.0,233.0,0.0,0.0,0.0,0.0,0,9999.0
Jonah Dawson,WR,Air Force,Mountain West,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,260.0,1.0,0.0,0.0,0.0,0,9999.0
Giovanni Adopte,WR,Gardner-Webb,Big South-OVC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0,9999.0
Max Drag,TE,UCF,Big 12,60000,moderate,low,50000.0,50000.0,10000.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,3,2221.0
Dany'e Brooks,WR,Nicholls,Southland,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0,9999.0
Raymond Collins,LB,Ole Miss,SEC,60000,moderate,low,37500.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,9999.0
Darius Cannon,WR,Murray State,MVFC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,35.0,0.0,726.0,3.0,1.0,0.0,0.0,0,9999.0
Darius Copeland,WR,Liberty,Conference USA,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0,9999.0
Danny Scudero,WR,San José State,Mountain West,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,1297.0,10.0,1.0,0.0,0.0,0,9999.0
Grant Jones,WR,Abilene Christian,UAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0,9999.0
Daniel Thomason,WR,Utah Tech,UAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,319.0,4.0,0.0,0.0,0.0,0,9999.0
Matthew Scerbo,WR,Lafayette,Patriot,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,196.0,3.0,0.0,0.0,0.0,0,9999.0
Matthew Williams,WR,Mississippi Valley State,SWAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Jackson Beatty,WR,Samford,Southern,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0,9999.0
Shakile Ferguson,WR,Mercyhurst,NEC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0,9999.0
Chinua Ezeigbo,WR,Campbell,CAA,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0,9999.0
Shade Schaefer,WR,Mississippi Valley State,SWAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,7.0,0.0,70.0,0.0,0.0,0.0,0.0,0,9999.0
Jackson Crosby,WR,East Tennessee State,Southern,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0,9999.0
Jackson Delaney,WR,Brown,Ivy,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,0.0,0.0,0.0,0,9999.0
Jackson Green,WR,Princeton,Ivy,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,223.0,3.0,0.0,0.0,0.0,0,9999.0
Graham Friedrichsen,WR,Northern Iowa,MVFC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0,9999.0
Maury Sullivan,WR,Tennessee Tech,Big South-OVC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,596.0,4.0,0.0,0.0,0.0,0,9999.0
Grayson Tempest,WR,Tulsa,American Athletic,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,272.0,1.0,0.0,0.0,0.0,0,9999.0
Greg Gaines III,WR,Rhode Island,CAA,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,1018.0,4.0,0.0,0.0,0.0,0,9999.0
Matthew McCallister,WR,McNeese,Southland,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,236.0,1.0,0.0,0.0,0.0,0,9999.0
Dane Steel,WR,Montana State,Big Sky,60000,moderate,low,75000.0,60000.0,0.0,12.0,0.0,0.0,0.0,501.0,3.0,2.0,0.0,0.0,0,9999.0
Dane Wallace,WR,Northwestern State,Southland,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,9999.0
Chris Dobrydney,WR,Villanova,CAA,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0,9999.0
Bol Bol,EDGE,Boise State,Mountain West,60000,moderate,low,50000.0,50000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3,1448.0
Tristan Goodly,WR,SE Louisiana,Southland,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,115.0,1.0,1.0,0.0,0.0,0,9999.0
Khylen Harris-Norman,WR,Southeast Missouri State,Big South-OVC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0,9999.0
Tyson George,WR,Grambling,SWAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,419.0,2.0,0.0,0.0,0.0,0,9999.0
Daniel Lopes,WR,Campbell,CAA,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,255.0,1.0,0.0,0.0,0.0,0,9999.0
Daniel Sobkowicz,WR,Illinois State,MVFC,60000,moderate,low,75000.0,60000.0,0.0,29.0,1.0,6.0,1.0,1141.0,19.0,0.0,0.0,0.0,0,9999.0
Grahm Goering,WR,South Dakota State,MVFC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,656.0,2.0,0.0,0.0,0.0,0,9999.0
Gram Smithson,WR,Furman,Southern,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,9999.0
Reymello Murphy,WR,UConn,FBS Independents,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,446.0,3.0,1.0,0.0,0.0,0,9999.0
Matthew Maxey,WR,Kent State,Mid-American,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,9999.0
Jack Schwing,WR,Samford,Southern,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0,9999.0
Jack Smith,WR,South Dakota State,MVFC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,91.0,1.0,396.0,4.0,0.0,0.0,0.0,0,9999.0
Chris Lofton,WR,Gardner-Webb,Big South-OVC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,-4.0,0.0,917.0,4.0,0.0,0.0,0.0,0,9999.0
Chris Colby,WR,Villanova,CAA,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,357.0,1.0,0.0,0.0,0.0,0,9999.0
Jack Trautmann,DL,Northwestern,Big Ten,60000,moderate,low,35000.0,59500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9999.0
Jack Weybright,WR,Butler,Pioneer,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,64.0,0.0,10.0,0.0,0.0,0.0,0.0,0,9999.0
Reggie Harden,WR,Tarleton State,UAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,9999.0
Daniel Haughton,WR,Dartmouth,Ivy,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0,9999.0
Grayson O'Bara,WR,Dartmouth,Ivy,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,590.0,2.0,0.0,0.0,0.0,0,9999.0
Kellen Stewart,WR,Prairie View A&M,SWAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
KJ Fields,WR,North Alabama,UAC,60000,moderate,low,75000.0,60000.0,0.0,23.0,0.0,-8.0,2.0,302.0,2.0,0.0,0.0,0.0,0,9999.0
Abijah Webb,WR,The Citadel,Southern,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0,9999.0
Aboraa Kwarteng,WR,Rhode Island,CAA,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,615.0,2.0,0.0,0.0,0.0,0,9999.0
Eddie Kasper,WR,Illinois State,MVFC,60000,moderate,low,75000.0,60000.0,0.0,68.0,0.0,0.0,0.0,322.0,1.0,0.0,0.0,1.0,0,9999.0
Nicholas Bookman,WR,Samford,Southern,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0,9999.0
Nicholas Cenacle,WR,Hawai'i,Mountain West,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,223.0,2.0,0.0,0.0,0.0,0,9999.0
Nicholas Dunneman,WR,Georgetown,Patriot,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,4.0,0.0,54.0,1.0,0.0,0.0,0.0,0,9999.0
Nick Delgadillo,WR,Hawai'i,Mountain West,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0,9999.0
Nick Devereaux,WR,Eastern Michigan,Mid-American,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,510.0,7.0,4.0,0.0,0.0,0,9999.0
Dylan Wade,TE,UCF,Big 12,60000,moderate,low,50000.0,50000.0,10000.0,0.0,0.0,0.0,0.0,523.0,5.0,0.0,0.0,0.0,3,980.0
Dylan Parrott,DL,Nebraska,Big Ten,60000,moderate,low,35000.0,59500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,9999.0
Noah Colon,WR,Hampton,CAA,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0,9999.0
Doryn Smith,WR,Cornell,Ivy,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,8.0,0.0,393.0,3.0,0.0,0.0,0.0,0,9999.0
Nodin Tracy,WR,Fordham,Patriot,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,443.0,1.0,0.0,0.0,0.0,0,9999.0
EJ Hartwell,WR,Indiana State,MVFC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0,9999.0
Jean Louis III,WR,Akron,Mid-American,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0,9999.0
Treyvhon Saunders,WR,Colgate,Patriot,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,2.0,0.0,700.0,6.0,0.0,0.0,0.0,0,9999.0
Sedrick Smith,DL,Maryland,Big Ten,60000,moderate,low,35000.0,59500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,9999.0
Jack Martens,WR,South Dakota,MVFC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,-2.0,0.0,492.0,3.0,0.0,0.0,0.0,0,9999.0
Jack Melore,WR,Marist,Pioneer,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0,9999.0
Jack Purdy,WR,Wofford,Southern,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0,9999.0
Makai Lovett,WR,Edward Waters,SIAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0,9999.0
Sebastian Brown,WR,Kent State,Mid-American,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,148.0,1.0,1.0,0.0,0.0,0,9999.0
Chris Gundy,WR,Valparaiso,Pioneer,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,8.0,0.0,270.0,1.0,0.0,0.0,0.0,0,9999.0
Seth Knothe,RB,Boise State,Mountain West,60000,moderate,low,60000.0,60000.0,0.0,0.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Seth Sweitzer,WR,Merrimack,FCS Independents,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,48.0,0.0,403.0,3.0,0.0,0.0,0.0,0,9999.0
Daniel Batch,WR,Maine,CAA,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,65.0,0.0,45.0,1.0,0.0,0.0,0.0,0,9999.0
Tyson Schilling,WR,St. Thomas (MN),Pioneer,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,276.0,1.0,0.0,0.0,0.0,0,9999.0
Reis Stocksdale,WR,Bowling Green,Mid-American,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0,9999.0
Ha'Keem Monroe,WR,The Citadel,Southern,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,9999.0
Hakeem Meggett,WR,East Tennessee State,Southern,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,377.0,5.0,0.0,0.0,0.0,0,9999.0
Halim Hardnett,WR,VMI,Southern,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,-5.0,0.0,8.0,0.0,0.0,0.0,0.0,0,9999.0
Griffin Koch,WR,UConn,FBS Independents,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9999.0
Makhi Paris,WR,McNeese,Southland,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0,9999.0
Bobby Cameron,WR,St. Francis (PA),NEC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0,9999.0
Boden Gardner,WR,Eastern Washington,Big Sky,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9999.0
Blaze Kamoku,WR,Hawai'i,Mountain West,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,88.0,1.0,3.0,0.0,0.0,0,9999.0
Khayman Barnes,WR,Alabama State,SWAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,9999.0
Khiryn Boyd,WR,Duquesne,NEC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,1.0,0.0,0.0,0,9999.0
Jayvonne Dillard,WR,North Carolina A&T,CAA,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,539.0,2.0,0.0,0.0,0.0,0,9999.0
Bryce Goulet,WR,Merrimack,FCS Independents,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Greg Randall,WR,Monmouth,CAA,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Jon McCall,WR,Kentucky State,SIAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,81.0,1.0,0.0,0.0,0.0,0,9999.0
Archie Cox,WR,Butler,Pioneer,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,248.0,2.0,0.0,0.0,0.0,0,9999.0
Aric Johnson,WR,Western Illinois,Big South-OVC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0,9999.0
Arlie Lee,WR,Central Arkansas,UAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,235.0,2.0,0.0,0.0,0.0,0,9999.0
Armon Wright,WR,William & Mary,CAA,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,40.0,0.0,257.0,2.0,0.0,0.0,0.0,0,9999.0
Richie Hagarty,DL,Northwestern,Big Ten,60000,moderate,low,35000.0,59500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.5,0.0,0,9999.0
Jack Freeburg,WR,Fordham,Patriot,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,446.0,4.0,0.0,0.0,0.0,0,9999.0
Malachi Henry,WR,Central Arkansas,UAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,889.0,10.0,0.0,0.0,0.0,0,9999.0
Christian Anaya,WR,Western Illinois,Big South-OVC,60000,moderate,low,75000.0,60000.0,0.0,31.0,0.0,48.0,0.0,458.0,4.0,0.0,0.0,0.0,0,9999.0
Blake Suber,WR,Abilene Christian,UAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,9999.0
Blake Thomas,WR,Lamar,Southland,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,78.0,0.0,289.0,3.0,0.0,0.0,0.0,0,9999.0
Blake Youngblood,WR,Holy Cross,Patriot,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,61.0,1.0,0.0,0.0,0.0,0,9999.0
Khamani Debrow,WR,Ohio,Mid-American,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,9999.0
Tristen Riley,WR,Bryant,CAA,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,483.0,2.0,0.0,0.0,0.0,0,9999.0
Chris Kiel,WR,North Dakota State,MVFC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Matthew Coleman,WR,San José State,Mountain West,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,131.0,1.0,0.0,0.0,0.0,0,9999.0
Richard Hollis,WR,Western Carolina,Southern,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Christian Carti,WR,Columbia,Ivy,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,9999.0
Scrappy Osby,WR,Nicholls,Southland,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,3.0,0.0,295.0,0.0,0.0,0.0,0.0,0,9999.0
Sean Brady,WR,Gardner-Webb,Big South-OVC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0,9999.0
Malachi Lawrence,EDGE,UCF,Big 12,60000,moderate,low,50000.0,50000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0,0.0,3,1157.0
Jack Betten,WR,Fordham,Patriot,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,338.0,1.0,0.0,0.0,0.0,0,9999.0
Jack Elgin,WR,Valparaiso,Pioneer,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,9999.0
Sean Wilson,WR,Florida Atlantic,American Athletic,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0,9999.0
Jack Fairchild,WR,Southern Utah,UAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0,9999.0
Jack Fennell,WR,Davidson,Pioneer,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Damien Jones,WR,Alcorn State,SWAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,2.0,0.0,0.0,0,9999.0
Damien Mazil,WR,Wagner,NEC,60000,moderate,low,75000.0,60000.0,0.0,97.0,0.0,132.0,1.0,6.0,0.0,0.0,0.0,0.0,0,9999.0
Kelton Wafer,WR,Weber State,Big Sky,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,5.0,0.0,188.0,0.0,0.0,0.0,0.0,0,9999.0
Tysen Boze,WR,South Dakota,MVFC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,281.0,2.0,0.0,0.0,0.0,0,9999.0
Tyrique Tucker,DL,Indiana,Big Ten,60000,moderate,low,35000.0,59500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,6.0,0.0,0,9999.0
Tyrone Wilson,WR,Grambling,SWAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0,9999.0
John Simmons III,WR,Howard,MEAC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,1.0,0.0,0.0,0,9999.0
Kemani Brown,WR,The Citadel,Southern,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0,9999.0
Ricky Fittin,WR,St. Francis (PA),NEC,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,9999.0
Ricky Gonzalez II,WR,Fordham,Patriot,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0,9999.0
Hank Foley,WR,Drake,Pioneer,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,28.0,1.0,308.0,4.0,0.0,0.0,0.0,0,9999.0
Thomas Brown,WR,North Carolina A&T,CAA,60000,moderate,low,75000.0,60000.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0,9999.0
