player_name,position,school,conference,custom_nil_value,nil_tier,valuation_confidence,performance_value,market_value,potential_value,passing_yards,passing_tds,rushing_yards,rushing_tds,receiving_yards,receiving_tds,tackles,sacks,interceptions,recruiting_stars,national_rank
Keelon Russell,QB,Alabama,SEC,1050000,mega,low,250000.0,750000.0,300000.0,143.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.0
Arch Manning,QB,Texas,SEC,1050000,mega,low,250000.0,750000.0,300000.0,3163.0,26.0,399.0,10.0,4.0,1.0,0.0,0.0,0.0,5,1.0
Tavien St. Clair,QB,Ohio State,Big Ten,1050000,mega,low,250000.0,750000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,7.0
Julian Sayin,QB,Ohio State,Big Ten,1050000,mega,low,250000.0,750000.0,300000.0,3610.0,32.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6.0
Ty Simpson,QB,Alabama,SEC,1000000,mega,low,250000.0,750000.0,250000.0,3567.0,28.0,93.0,2.0,0.0,0.0,0.0,0.0,0.0,5,26.0
Bryce Underwood,QB,Michigan,Big Ten,925000,premium,low,250000.0,625000.0,300000.0,2428.0,11.0,392.0,6.0,0.0,0.0,1.0,0.0,0.0,5,1.0
Sam Huard,QB,USC,Big Ten,875000,premium,low,250000.0,625000.0,250000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12.0
Cade Klubnik,QB,Clemson,ACC,875000,premium,low,250000.0,575000.0,300000.0,2943.0,16.0,94.0,4.0,0.0,0.0,0.0,0.0,0.0,5,6.0
Husan Longstreet,QB,USC,Big Ten,875000,premium,low,250000.0,625000.0,250000.0,103.0,1.0,76.0,2.0,0.0,0.0,0.0,0.0,0.0,5,25.0
Dante Moore,QB,Oregon,Big Ten,850000,premium,low,250000.0,550000.0,300000.0,3565.0,30.0,156.0,2.0,0.0,0.0,0.0,0.0,0.0,5,4.0
Lincoln Kienholz,QB,Ohio State,Big Ten,800000,premium,low,250000.0,750000.0,50000.0,139.0,1.0,66.0,2.0,0.0,0.0,0.0,0.0,0.0,4,194.0
Austin Mack,QB,Alabama,SEC,800000,premium,low,250000.0,750000.0,50000.0,228.0,2.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,4,230.0
Karle Lacey Jr.,QB,Texas,SEC,800000,premium,low,250000.0,750000.0,50000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,156.0
John Gazzaniga,QB,Alabama,SEC,760000,premium,low,250000.0,750000.0,10000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1915.0
Cade Carruth,QB,Alabama,SEC,750000,premium,low,250000.0,750000.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Ryan Montgomery,QB,Georgia,SEC,750000,premium,low,250000.0,700000.0,50000.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,132.0
Ryan Puglisi,QB,Georgia,SEC,750000,premium,low,250000.0,700000.0,50000.0,161.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,4,114.0
Gunner Stockton,QB,Georgia,SEC,750000,premium,low,250000.0,700000.0,50000.0,2894.0,24.0,462.0,10.0,0.0,0.0,0.0,0.0,0.0,4,124.0
Jackson Arnold,QB,Auburn,SEC,750000,premium,low,250000.0,450000.0,300000.0,1309.0,6.0,311.0,8.0,0.0,0.0,0.0,0.0,0.0,5,8.0
Drew Allar,QB,Penn State,Big Ten,750000,premium,low,250000.0,500000.0,250000.0,1100.0,8.0,172.0,1.0,5.0,0.0,1.0,0.0,0.0,5,32.0
Matthew Caldwell,QB,Texas,SEC,750000,premium,low,250000.0,750000.0,0.0,85.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Nico Iamaleava,QB,UCLA,Big Ten,700000,premium,low,250000.0,400000.0,300000.0,1928.0,13.0,505.0,4.0,0.0,0.0,0.0,0.0,0.0,5,3.0
Deuce Knight,QB,Auburn,SEC,700000,premium,low,250000.0,450000.0,250000.0,259.0,2.0,178.0,4.0,0.0,0.0,0.0,0.0,0.0,5,28.0
Kenny Minchey,QB,Notre Dame,FBS Independents,675000,premium,low,250000.0,625000.0,50000.0,196.0,0.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,4,170.0
Jadyn Davis,QB,Michigan,Big Ten,675000,premium,low,250000.0,625000.0,50000.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,4,112.0
Dylan Raiola,QB,Nebraska,Big Ten,675000,premium,low,250000.0,425000.0,250000.0,2000.0,18.0,-87.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21.0
Garrett Nussmeier,QB,LSU,SEC,650000,premium,low,250000.0,575000.0,75000.0,1927.0,12.0,-57.0,1.0,0.0,0.0,0.0,0.0,0.0,4,84.0
Christopher Vizzina,QB,Clemson,ACC,650000,premium,low,250000.0,575000.0,75000.0,406.0,4.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,4,75.0
Jayden Maiava,QB,USC,Big Ten,635000,premium,low,250000.0,625000.0,10000.0,3711.0,24.0,157.0,6.0,0.0,0.0,1.0,0.0,0.0,3,852.0
C.J. Carr,QB,Notre Dame,FBS Independents,625000,premium,low,250000.0,625000.0,0.0,2741.0,24.0,33.0,3.0,0.0,0.0,1.0,0.0,0.0,0,9999.0
Michael Van Buren Jr.,QB,LSU,SEC,625000,premium,low,250000.0,575000.0,50000.0,1010.0,8.0,129.0,1.0,10.0,0.0,0.0,0.0,0.0,4,239.0
Michael Hawkins Jr.,QB,Oklahoma,SEC,625000,premium,low,250000.0,575000.0,50000.0,167.0,3.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,4,297.0
Ju'Juan Johnson,QB,LSU,SEC,625000,premium,low,250000.0,575000.0,50000.0,14.0,0.0,155.0,2.0,72.0,0.0,1.0,0.0,0.0,4,356.0
Austin Novosad,QB,Oregon,Big Ten,600000,premium,low,250000.0,550000.0,50000.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,126.0
Chris Denson,QB,Clemson,ACC,585000,premium,low,250000.0,575000.0,10000.0,22.0,1.0,108.0,1.0,0.0,0.0,0.0,0.0,0.0,3,617.0
John Mateer,QB,Oklahoma,SEC,585000,premium,low,250000.0,575000.0,10000.0,2885.0,14.0,431.0,8.0,0.0,0.0,2.0,0.0,0.0,3,1766.0
Trent Pearman,QB,Clemson,ACC,575000,premium,low,250000.0,575000.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Whitt Newbauer,QB,Oklahoma,SEC,575000,premium,low,250000.0,575000.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Conner Weigman,QB,Houston,Big 12,575000,premium,low,250000.0,325000.0,250000.0,2705.0,25.0,703.0,11.0,0.0,0.0,0.0,0.0,0.0,5,22.0
Luke Moga,QB,Oregon,Big Ten,560000,premium,low,250000.0,550000.0,10000.0,58.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,3,516.0
Marcel Reed,QB,Texas A&M,SEC,550000,premium,low,250000.0,500000.0,50000.0,3169.0,25.0,493.0,6.0,0.0,0.0,1.0,0.0,0.0,4,296.0
Miles O'Neill,QB,Texas A&M,SEC,550000,premium,low,250000.0,500000.0,50000.0,120.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4,308.0
Ethan Grunkemeyer,QB,Penn State,Big Ten,550000,premium,low,250000.0,500000.0,50000.0,1339.0,8.0,-46.0,1.0,0.0,0.0,1.0,0.0,0.0,4,105.0
Brady Hart,QB,Texas A&M,SEC,550000,premium,low,250000.0,500000.0,50000.0,62.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4,195.0
Brock Thomas,QB,Oregon,Big Ten,550000,premium,low,250000.0,550000.0,0.0,130.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
George MacIntyre,QB,Tennessee,SEC,550000,premium,low,250000.0,500000.0,50000.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,151.0
Jake Merklinger,QB,Tennessee,SEC,550000,premium,low,250000.0,500000.0,50000.0,173.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4,160.0
Carson Beck,QB,Miami,ACC,525000,premium,low,250000.0,475000.0,50000.0,3813.0,30.0,43.0,2.0,14.0,1.0,0.0,0.0,0.0,4,254.0
Ryan Williams,WR,Alabama,SEC,525000,premium,low,75000.0,225000.0,300000.0,0.0,0.0,21.0,0.0,689.0,4.0,0.0,0.0,0.0,5,4.0
Luke Kromenhoek,QB,Mississippi State,SEC,525000,premium,low,250000.0,450000.0,75000.0,73.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,4,59.0
Tramell Jones Jr.,QB,Florida,SEC,525000,premium,low,250000.0,475000.0,50000.0,191.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4,245.0
Jeremiah Smith,WR,Ohio State,Big Ten,525000,premium,low,75000.0,225000.0,300000.0,0.0,0.0,21.0,1.0,1243.0,12.0,1.0,0.0,0.0,5,1.0
Matt Zollers,QB,Missouri,SEC,525000,premium,low,250000.0,450000.0,75000.0,503.0,4.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,4,93.0
Luke Nickel,QB,Miami,ACC,525000,premium,low,250000.0,475000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,232.0
Jaxon Smolik,QB,Penn State,Big Ten,510000,premium,low,250000.0,500000.0,10000.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,733.0
Zachariah Branch,WR,Georgia,SEC,510000,premium,low,75000.0,210000.0,300000.0,0.0,0.0,7.0,0.0,811.0,6.0,0.0,0.0,0.0,5,5.0
Malik Washington,QB,Maryland,Big Ten,500000,premium,low,250000.0,425000.0,75000.0,2963.0,17.0,317.0,4.0,0.0,0.0,0.0,0.0,0.0,4,99.0
Jacob Zeno,QB,Texas A&M,SEC,500000,premium,low,250000.0,500000.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Sam Horn,QB,Missouri,SEC,500000,premium,low,250000.0,450000.0,50000.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,4,139.0
Mason Phillips,QB,Tennessee,SEC,500000,premium,low,250000.0,500000.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Kamario Taylor,QB,Mississippi State,SEC,500000,premium,low,250000.0,450000.0,50000.0,629.0,5.0,458.0,8.0,0.0,0.0,0.0,0.0,0.0,4,119.0
Joey Aguilar,QB,Tennessee,SEC,500000,premium,low,250000.0,500000.0,0.0,3565.0,24.0,101.0,4.0,0.0,0.0,1.0,0.0,0.0,0,9999.0
Emory Williams,QB,Miami,ACC,485000,solid,low,250000.0,475000.0,10000.0,156.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3,627.0
Preston Stone,QB,Northwestern,Big Ten,475000,solid,low,250000.0,425000.0,50000.0,2400.0,17.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,4,111.0
Luke Altmyer,QB,Illinois,Big Ten,475000,solid,low,250000.0,425000.0,50000.0,3007.0,22.0,242.0,5.0,3.0,1.0,2.0,0.0,0.0,4,196.0
Carter Smith,QB,Wisconsin,Big Ten,475000,solid,low,250000.0,425000.0,50000.0,201.0,2.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,4,286.0
Quincy Porter,WR,Ohio State,Big Ten,475000,solid,low,75000.0,225000.0,250000.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,5,23.0
TJ Lateef,QB,Nebraska,Big Ten,475000,solid,low,250000.0,425000.0,50000.0,904.0,5.0,120.0,4.0,0.0,0.0,0.0,0.0,0.0,4,240.0
Mylan Graham,WR,Ohio State,Big Ten,475000,solid,low,75000.0,225000.0,250000.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,5,33.0
Kaliq Lockett,WR,Texas,SEC,475000,solid,low,75000.0,225000.0,250000.0,0.0,0.0,0.0,0.0,47.0,1.0,0.0,0.0,0.0,5,18.0
Athan Kaliakmanis,QB,Rutgers,Big Ten,475000,solid,low,250000.0,425000.0,50000.0,3124.0,20.0,-26.0,4.0,0.0,0.0,0.0,0.0,0.0,4,349.0
Jaylen Mbakwe,WR,Alabama,SEC,475000,solid,low,75000.0,225000.0,250000.0,0.0,0.0,4.0,0.0,55.0,0.0,1.0,0.0,0.0,5,12.0
Malachi Singleton,QB,Purdue,Big Ten,475000,solid,low,250000.0,425000.0,50000.0,439.0,5.0,202.0,1.0,0.0,0.0,0.0,0.0,0.0,4,389.0
D.J. Lagway,QB,Florida,SEC,475000,solid,low,250000.0,475000.0,0.0,2264.0,16.0,136.0,1.0,0.0,0.0,3.0,0.0,0.0,0,9999.0
Justyn Martin,QB,Maryland,Big Ten,475000,solid,low,250000.0,425000.0,50000.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,295.0
Demond Williams Jr.,QB,Washington,Big Ten,475000,solid,low,250000.0,425000.0,50000.0,3065.0,25.0,612.0,6.0,3.0,0.0,0.0,0.0,0.0,4,205.0
AJ Surace,QB,Rutgers,Big Ten,475000,solid,low,250000.0,425000.0,50000.0,58.0,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,4,419.0
Dakorien Moore,WR,Oregon,Big Ten,465000,solid,low,75000.0,165000.0,300000.0,0.0,0.0,49.0,1.0,497.0,3.0,0.0,0.0,0.0,5,4.0
Whit Muschamp,QB,Vanderbilt,SEC,460000,solid,low,250000.0,450000.0,10000.0,40.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1015.0
Drew Dickey,QB,Vanderbilt,SEC,460000,solid,low,250000.0,450000.0,10000.0,28.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,3,964.0
Talyn Taylor,WR,Georgia,SEC,460000,solid,low,75000.0,210000.0,250000.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,0.0,0.0,5,20.0
Beau Pribula,QB,Missouri,SEC,460000,solid,low,250000.0,450000.0,10000.0,1946.0,11.0,297.0,6.0,0.0,0.0,0.0,0.0,0.0,3,464.0
Ashton Daniels,QB,Auburn,SEC,460000,solid,low,250000.0,450000.0,10000.0,797.0,3.0,280.0,2.0,0.0,0.0,0.0,0.0,0.0,3,994.0
Blake Shapen,QB,Mississippi State,SEC,460000,solid,low,250000.0,450000.0,10000.0,2436.0,15.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,3,714.0
Kevin Sperry,QB,Florida State,ACC,450000,solid,low,250000.0,400000.0,50000.0,194.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,4,420.0
Blaze Berlowitz,QB,Vanderbilt,SEC,450000,solid,low,250000.0,450000.0,0.0,131.0,1.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
AJ Maddox,QB,Ole Miss,SEC,450000,solid,low,250000.0,400000.0,50000.0,19.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4,337.0
Brett Brown,QB,Missouri,SEC,450000,solid,low,250000.0,450000.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Air Noland,QB,South Carolina,SEC,450000,solid,low,250000.0,375000.0,75000.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4,56.0
Diego Pavia,QB,Vanderbilt,SEC,450000,solid,low,250000.0,450000.0,0.0,3539.0,29.0,862.0,10.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Tommy Lock,QB,Missouri,SEC,450000,solid,low,250000.0,450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Ryan Browne,QB,Purdue,Big Ten,435000,solid,low,250000.0,425000.0,10000.0,2153.0,9.0,206.0,4.0,11.0,1.0,1.0,0.0,0.0,3,1024.0
Khristian Martin,QB,Maryland,Big Ten,435000,solid,low,250000.0,425000.0,10000.0,105.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1475.0
Devin Sanchez,CB,Ohio State,Big Ten,435000,solid,low,45000.0,135000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,5,8.0
Alberto Mendoza,QB,Indiana,Big Ten,435000,solid,low,250000.0,425000.0,10000.0,286.0,5.0,190.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1550.0
Jonah Williams,DB,Texas,SEC,435000,solid,low,45000.0,135000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5,10.0
Danny O'Neil,QB,Wisconsin,Big Ten,435000,solid,low,250000.0,425000.0,10000.0,635.0,5.0,58.0,1.0,0.0,0.0,1.0,0.0,0.0,3,680.0
Domani Jackson,DB,Alabama,SEC,435000,solid,low,45000.0,135000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,5,5.0
Ethan Hampton,QB,Illinois,Big Ten,435000,solid,low,250000.0,425000.0,10000.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1704.0
Ryan Boe,QB,Northwestern,Big Ten,435000,solid,low,250000.0,425000.0,10000.0,17.0,0.0,118.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1632.0
Cam Coleman,WR,Auburn,SEC,435000,solid,low,75000.0,135000.0,300000.0,0.0,0.0,0.0,0.0,725.0,5.0,0.0,0.0,0.0,5,3.0
Sean Ashenfelder,QB,Rutgers,Big Ten,435000,solid,low,250000.0,425000.0,10000.0,11.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1427.0
Dylan Wittke,QB,Minnesota,Big Ten,435000,solid,low,250000.0,425000.0,10000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1278.0
Drake Lindsey,QB,Minnesota,Big Ten,435000,solid,low,250000.0,425000.0,10000.0,2382.0,18.0,-119.0,4.0,0.0,0.0,0.0,0.0,0.0,3,873.0
Fernando Mendoza,QB,Indiana,Big Ten,430000,solid,low,250000.0,425000.0,5000.0,3535.0,41.0,276.0,7.0,0.0,0.0,1.0,0.0,0.0,2,2149.0
Ellis Robinson IV,DB,Georgia,SEC,426000,solid,low,45000.0,125999.99999999999,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,5,2.0
Julian Lewis,QB,Colorado,Big 12,425000,solid,low,250000.0,325000.0,100000.0,589.0,4.0,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,4,50.0
Jalyn Gramstad,QB,Nebraska,Big Ten,425000,solid,low,250000.0,425000.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Roman Jensen,QB,Maryland,Big Ten,425000,solid,low,250000.0,425000.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Hunter Simmons,QB,Wisconsin,Big Ten,425000,solid,low,250000.0,425000.0,0.0,664.0,2.0,-22.0,0.0,0.0,0.0,3.0,0.0,0.0,0,9999.0
Max Shikenjanski,QB,Minnesota,Big Ten,425000,solid,low,250000.0,425000.0,0.0,80.0,1.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Trever Jackson,QB,Arkansas,SEC,425000,solid,low,250000.0,375000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,391.0
Kai Horton,QB,Washington,Big Ten,425000,solid,low,250000.0,425000.0,0.0,98.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Grant Wilson,QB,Indiana,Big Ten,425000,solid,low,250000.0,425000.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Billy Edwards,QB,Wisconsin,Big Ten,425000,solid,low,250000.0,425000.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
KJ Jackson,QB,Arkansas,SEC,425000,solid,low,250000.0,375000.0,50000.0,441.0,3.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,4,457.0
T.J. Moore,WR,Clemson,ACC,422000,solid,low,75000.0,172500.0,250000.0,0.0,0.0,8.0,0.0,837.0,4.0,0.0,0.0,0.0,5,23.0
Caleb Downs,S,Ohio State,Big Ten,420000,solid,low,40000.0,120000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,1.0,2.0,5,7.0
C.J. Hicks,LB,Ohio State,Big Ten,412000,solid,low,37500.0,112500.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5,7.0
Austin Simmons,QB,Ole Miss,SEC,410000,solid,low,250000.0,400000.0,10000.0,744.0,4.0,71.0,1.0,0.0,0.0,1.0,0.0,0.0,3,1290.0
Brock Glenn,QB,Florida State,ACC,410000,solid,low,250000.0,400000.0,10000.0,69.0,2.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,3,483.0
Luke Duncan,QB,UCLA,Big Ten,410000,solid,low,250000.0,400000.0,10000.0,235.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,511.0
Justin Williams,LB,Georgia,SEC,405000,solid,low,37500.0,105000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,5,5.0
Keon Keeley,DL,Alabama,SEC,405000,solid,low,35000.0,105000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,5,2.0
Jaylen King,QB,Florida State,ACC,400000,solid,low,250000.0,400000.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Jaron-Keawe Sagapolutele,QB,California,ACC,400000,solid,low,250000.0,325000.0,75000.0,3446.0,18.0,-120.0,4.0,0.0,0.0,0.0,0.0,0.0,4,67.0
Terry Bussey,WR,Texas A&M,SEC,400000,solid,low,75000.0,150000.0,250000.0,0.0,0.0,1.0,0.0,195.0,1.0,1.0,0.0,0.0,5,11.0
Justice Haynes,RB,Michigan,Big Ten,400000,solid,low,60000.0,150000.0,250000.0,0.0,0.0,857.0,10.0,50.0,0.0,0.0,0.0,0.0,5,29.0
Miller Moss,QB,Louisville,ACC,400000,solid,low,250000.0,325000.0,75000.0,2679.0,16.0,-65.0,9.0,15.0,0.0,1.0,0.0,0.0,4,76.0
Thomas Castellanos,QB,Florida State,ACC,400000,solid,low,250000.0,400000.0,0.0,2760.0,15.0,557.0,9.0,0.0,0.0,3.0,0.0,0.0,0,9999.0
Malachi Nelson,QB,UTEP,Conference USA,400000,solid,low,250000.0,150000.0,250000.0,1163.0,8.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,5,11.0
CJ Bailey,QB,NC State,ACC,400000,solid,low,250000.0,350000.0,50000.0,3105.0,25.0,215.0,6.0,-4.0,0.0,1.0,0.0,0.0,4,432.0
Cutter Boley,QB,Kentucky,SEC,400000,solid,low,250000.0,350000.0,50000.0,2160.0,15.0,85.0,2.0,0.0,0.0,1.0,0.0,0.0,4,344.0
Michael Grant,QB,Florida State,ACC,400000,solid,low,250000.0,400000.0,0.0,14.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9999.0
Trinidad Chambliss,QB,Ole Miss,SEC,400000,solid,low,250000.0,400000.0,0.0,3937.0,22.0,527.0,8.0,8.0,0.0,1.0,0.0,0.0,0,9999.0
Mike Matthews,WR,Tennessee,SEC,400000,solid,low,75000.0,150000.0,250000.0,0.0,0.0,32.0,0.0,813.0,4.0,0.0,0.0,0.0,5,24.0
Isaiah Gibson,DE,Georgia,SEC,398000,solid,low,35000.0,98000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,9.0
Elijah Griffin,DL,Georgia,SEC,398000,solid,low,35000.0,98000.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,5,3.0
Vernell Brown III,WR,Florida,SEC,392000,solid,low,75000.0,142500.0,250000.0,0.0,0.0,14.0,0.0,524.0,0.0,1.0,0.0,0.0,5,30.0
Elyiss Williams,TE,Georgia,SEC,390000,solid,low,50000.0,140000.0,250000.0,0.0,0.0,0.0,0.0,117.0,1.0,0.0,0.0,0.0,5,29.0
Kadyn Proctor,OL,Alabama,SEC,390000,solid,low,30000.0,90000.0,300000.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10.0
Harlem Berry,RB,LSU,SEC,388000,solid,low,60000.0,138000.0,250000.0,0.0,0.0,491.0,2.0,32.0,0.0,0.0,0.0,0.0,5,15.0
Cutter Woods,QB,South Carolina,SEC,385000,solid,low,250000.0,375000.0,10000.0,69.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3,659.0
Taylen Green,QB,Arkansas,SEC,385000,solid,low,250000.0,375000.0,10000.0,2714.0,19.0,779.0,8.0,0.0,0.0,0.0,0.0,0.0,3,1224.0
Kobe Black,DB,Texas,SEC,385000,solid,low,45000.0,135000.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,5,34.0
Zabien Brown,DB,Alabama,SEC,385000,solid,low,45000.0,135000.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,2.0,5,30.0
Kade Phillips,DB,Texas,SEC,385000,solid,low,45000.0,135000.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,5,27.0
Aaron Scott Jr.,CB,Ohio State,Big Ten,385000,solid,low,45000.0,135000.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5,36.0
Dijon Lee Jr.,DB,Alabama,SEC,385000,solid,low,45000.0,135000.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,2.0,5,14.0
Xavier Filsaime,DB,Texas,SEC,385000,solid,low,45000.0,135000.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,5,37.0
David Stone,DL,Oklahoma,SEC,380000,solid,low,35000.0,80500.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.5,0.0,5,9.0
KJ Bolden,DB,Georgia,SEC,376000,solid,low,45000.0,125999.99999999999,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,2.0,5,13.0
Daylen Everette,DB,Georgia,SEC,376000,solid,low,45000.0,125999.99999999999,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,1.0,5,28.0
Robby Ashford,QB,Wake Forest,ACC,375000,solid,low,250000.0,325000.0,50000.0,2472.0,12.0,554.0,9.0,0.0,0.0,1.0,0.0,0.0,4,306.0
Aidan Chiles,QB,Michigan State,Big Ten,375000,solid,low,250000.0,325000.0,50000.0,1392.0,10.0,227.0,6.0,0.0,0.0,1.0,0.0,0.0,4,168.0
Haynes King,QB,Georgia Tech,ACC,375000,solid,low,250000.0,325000.0,50000.0,2951.0,14.0,953.0,15.0,0.0,0.0,0.0,0.0,0.0,4,131.0
Kaidon Salter,QB,Colorado,Big 12,375000,solid,low,250000.0,325000.0,50000.0,1414.0,10.0,357.0,5.0,0.0,0.0,2.0,0.0,0.0,4,143.0
Eli Holstein,QB,Pittsburgh,ACC,375000,solid,low,250000.0,300000.0,75000.0,1081.0,12.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,4,86.0
